positionName,positionDetail,all,prototype_id
售前技术支持工程师,负责公司产品的售前技术支持及相关工作 负责整理公司产品相关技术资料 负责项目技术方案、投标文件等相关文档的制定 配合市场推广活动，完成与用户的技术交流、方案宣讲、投标应答、系统演示等工作 调研市场同类产品信息，提供竞争分析报告 配合其它部门做好用户沟通、资料共享等工作 配合公司内部培训工作。，岗位要求： 本科及以上学历，有良好的文档及方案编制相关经验 具备优良的软件规划、客户调研、需求分析、招投标、文档编写、演示能力 能独立编写标书、方案设计。有方案设计、标书应答、用户交流的经验 熟练使用办公软件，有较好的文字功底和语言表达能力 具有一定相关软件的运维和实施经验者优先。 有相关行业岗位工作经验者优先。,售前技术支持工程师，负责公司产品的售前技术支持及相关工作 负责整理公司产品相关技术资料 负责项目技术方案、投标文件等相关文档的制定 配合市场推广活动，完成与用户的技术交流、方案宣讲、投标应答、系统演示等工作 调研市场同类产品信息，提供竞争分析报告 配合其它部门做好用户沟通、资料共享等工作 配合公司内部培训工作。，岗位要求： 本科及以上学历，有良好的文档及方案编制相关经验 具备优良的软件规划、客户调研、需求分析、招投标、文档编写、演示能力 能独立编写标书、方案设计。有方案设计、标书应答、用户交流的经验 熟练使用办公软件，有较好的文字功底和语言表达能力 具有一定相关软件的运维和实施经验者优先。 有相关行业岗位工作经验者优先。,100
汽车营销策划,承担汽车改装市场调研分析工作，梳理行业发展情况，整合竞争对手营销案例与内容，输出行业研究报告与营销策划建议 承担改装营销方案的需求对接工作，根据目标需求策划可行性营销实施方案 参与项目整体工作，提出项目推广策略以及推广规划、执行，并跟踪推进结果 承担营销推广文案创作工作，有针对性的进行内容创作 承担改装品牌建设工作，负责“LM合规改装”等业务平台下品牌的品牌管理、品牌形象建设等工作，承担品牌建设相关的策划及建议方案制定等工作 ， 车辆、交通、机械、管理、市场营销等相关专业 大学本科及以上学历性格乐观开朗， 以上工作经验，具有完整的项目营销策划经验，广告行业优先 有一定的汽车改装知识，熟悉市场营销、品牌管理、传播宣传等营销管理知识 具有良好的沟通能力、执行能力 具备较强的工作责任心、学习能力、沟通能力、计划与执行能力、团队合作能力 对于项目执行有一定经验 熟练运用相关传播工具及自动化办公软件。,汽车营销策划，承担汽车改装市场调研分析工作，梳理行业发展情况，整合竞争对手营销案例与内容，输出行业研究报告与营销策划建议 承担改装营销方案的需求对接工作，根据目标需求策划可行性营销实施方案 参与项目整体工作，提出项目推广策略以及推广规划、执行，并跟踪推进结果 承担营销推广文案创作工作，有针对性的进行内容创作 承担改装品牌建设工作，负责“LM合规改装”等业务平台下品牌的品牌管理、品牌形象建设等工作，承担品牌建设相关的策划及建议方案制定等工作 ， 车辆、交通、机械、管理、市场营销等相关专业 大学本科及以上学历性格乐观开朗， 以上工作经验，具有完整的项目营销策划经验，广告行业优先 有一定的汽车改装知识，熟悉市场营销、品牌管理、传播宣传等营销管理知识 具有良好的沟通能力、执行能力 具备较强的工作责任心、学习能力、沟通能力、计划与执行能力、团队合作能力 对于项目执行有一定经验 熟练运用相关传播工具及自动化办公软件。,101
市场推广经理,"协助事业部经理，总经理,参与汽车项目的营销管理与决策;制定合理的推广方案并及时了解营销战略的执行情况; 组织和策划市场推广活动：国内外汽车展会、新品宣传规划、新品发布策划（协助展会展台设计、新品发布会准备等事宜） 负责公司企业宣传文案、介绍工作 组织内外部资源，协助完成企业宣传 负责实施品牌推广方案并利用网络媒体渠道扩大品牌影响,维护良好的渠道关系; 小程序、思域的公司新闻、新内容公布、公告 ， 熟悉市场营销方法、推广策略 有文字功底、文案能力 熟练运用Office办公软件，能有特殊技能诸如熟练设计软件、网络拓展软件者优先 有很强的沟通能力与亲和力 英语口语熟练","市场推广经理，协助事业部经理，总经理,参与汽车项目的营销管理与决策;制定合理的推广方案并及时了解营销战略的执行情况; 组织和策划市场推广活动：国内外汽车展会、新品宣传规划、新品发布策划（协助展会展台设计、新品发布会准备等事宜） 负责公司企业宣传文案、介绍工作 组织内外部资源，协助完成企业宣传 负责实施品牌推广方案并利用网络媒体渠道扩大品牌影响,维护良好的渠道关系; 小程序、思域的公司新闻、新内容公布、公告 ， 熟悉市场营销方法、推广策略 有文字功底、文案能力 熟练运用Office办公软件，能有特殊技能诸如熟练设计软件、网络拓展软件者优先 有很强的沟通能力与亲和力 英语口语熟练",102
市场推广经理,负责品牌建设整体规划和设计，并基于品牌策略和品牌核心价值，制定抖音、小红书等平台的推广策略 内容营销种草合作开发: 提炼品牌、产品、服务卖点，进行包装概念和内容策划，促进在各媒介上的声量增长。宣传平台包括但不限于小红书抖音、微博、微信等 负责mcn公司或达人推广相关数据分析，基于数据效果调整KOL组合和投放策略，并不断优化，保证ROl 定期跟进社交媒体营销发展趋势，进行数据分析、挖掘，传播方案优化; 网站、微信公众号等、新媒体平台等内容的维护、建设和创新: 按时保质完成部门安排的其它工作任务， 本科及以上学历，有过三年以上兴趣电商和平台电商从业经验，良好的写作功底，具有一定的的市场分析能力: 熟悉新媒体特征及营销方式，熟悉市场推广、品牌策划、活动策划的整个流程，拥有MCN机构头部KOL、电商KOL资源者优先 具有品牌思维和视觉审美能力，能够把握文案和视觉输出内容。 具有良好的沟通能力和抗压性，较好的资源整合能力以及团队协作能力，以结果为导向。,市场推广经理，负责品牌建设整体规划和设计，并基于品牌策略和品牌核心价值，制定抖音、小红书等平台的推广策略 内容营销种草合作开发: 提炼品牌、产品、服务卖点，进行包装概念和内容策划，促进在各媒介上的声量增长。宣传平台包括但不限于小红书抖音、微博、微信等 负责mcn公司或达人推广相关数据分析，基于数据效果调整KOL组合和投放策略，并不断优化，保证ROl 定期跟进社交媒体营销发展趋势，进行数据分析、挖掘，传播方案优化; 网站、微信公众号等、新媒体平台等内容的维护、建设和创新: 按时保质完成部门安排的其它工作任务， 本科及以上学历，有过三年以上兴趣电商和平台电商从业经验，良好的写作功底，具有一定的的市场分析能力: 熟悉新媒体特征及营销方式，熟悉市场推广、品牌策划、活动策划的整个流程，拥有MCN机构头部KOL、电商KOL资源者优先 具有品牌思维和视觉审美能力，能够把握文案和视觉输出内容。 具有良好的沟通能力和抗压性，较好的资源整合能力以及团队协作能力，以结果为导向。,103
电商渠道销售经理,制定公司生产的各型轮胎产品在电商自营渠道的销售方案和进货计划，达成月度销售任务，进销存管理，对电商各大仓库库存管理，采购单、公司订单及发货各个环节严格把控 对负责品类进行销售数据分析，及时反馈竞品信息，推进精细化运营动作 负责与电商自营平台的采销 采购等相关人员对接，协调内部资源，撬动平台资源，推动业务突破，提升市场份额 对电商自营渠道的营销，投放，内容板块运营具有清晰认知和规划能力，能牵引横向营销、推广的策略打法，分解品类的业务关键动作 联合公司市场部门资源推进电商自营平台的产品规划和销售、大事件营销、订单管理和客户服务等工作，日 周 月 关键销售节点的复盘能力。， 以上轮胎领域工作经验，熟悉轮胎产品特点与销售模式 有线上电商平台运营与销售工作经验优先 学习能力强，有创新思维，具备发现市场机会，快速制定策略并推进执行的能力 具备良好的客情关系管理能力。,电商渠道销售经理，制定公司生产的各型轮胎产品在电商自营渠道的销售方案和进货计划，达成月度销售任务，进销存管理，对电商各大仓库库存管理，采购单、公司订单及发货各个环节严格把控 对负责品类进行销售数据分析，及时反馈竞品信息，推进精细化运营动作 负责与电商自营平台的采销 采购等相关人员对接，协调内部资源，撬动平台资源，推动业务突破，提升市场份额 对电商自营渠道的营销，投放，内容板块运营具有清晰认知和规划能力，能牵引横向营销、推广的策略打法，分解品类的业务关键动作 联合公司市场部门资源推进电商自营平台的产品规划和销售、大事件营销、订单管理和客户服务等工作，日 周 月 关键销售节点的复盘能力。， 以上轮胎领域工作经验，熟悉轮胎产品特点与销售模式 有线上电商平台运营与销售工作经验优先 学习能力强，有创新思维，具备发现市场机会，快速制定策略并推进执行的能力 具备良好的客情关系管理能力。,104
电商运营经理,负责电商市场渠道的规划、拓展，运用多种渠道带领团队实现公司整体的销售计划、利润目标 负责第三方电商平台(阿里国际站等)的运营计划和方案 负责收集行业及竞品数据，监督运营推广及企划活动的实施 负责制定推广方案，跟进推广效果反馈，并持续优化推广计划 监督、配合企划产品运营相关的策划活动、文案及相关活动的实施 结合店铺及产品的相关要求，持续改善店铺及产品的运营效果 根据公司销售计划及业务需求，负责拓展新的电商平台及店铺 负责落实上级安排的其它运营管理工作。， ，大专以上，电子商务、网络推广运营等相关专业优先 熟练互联网B 和B 网站运营、推广营销以及关键词挖掘与优化 熟悉各电商平台（跨境电商）的操作、 以上相关工作经验 具备一定的运用基础，可以独立运营公司提供的电商销售平台 性格开朗活泼，喜欢挑战，较强的文字功底，有一定的沟通协调能力 具备平台推广的数据分析能力优先 有汽车零部件相关销售工作优先，有PS基础者优先。,电商运营经理，负责电商市场渠道的规划、拓展，运用多种渠道带领团队实现公司整体的销售计划、利润目标 负责第三方电商平台(阿里国际站等)的运营计划和方案 负责收集行业及竞品数据，监督运营推广及企划活动的实施 负责制定推广方案，跟进推广效果反馈，并持续优化推广计划 监督、配合企划产品运营相关的策划活动、文案及相关活动的实施 结合店铺及产品的相关要求，持续改善店铺及产品的运营效果 根据公司销售计划及业务需求，负责拓展新的电商平台及店铺 负责落实上级安排的其它运营管理工作。， ，大专以上，电子商务、网络推广运营等相关专业优先 熟练互联网B 和B 网站运营、推广营销以及关键词挖掘与优化 熟悉各电商平台（跨境电商）的操作、 以上相关工作经验 具备一定的运用基础，可以独立运营公司提供的电商销售平台 性格开朗活泼，喜欢挑战，较强的文字功底，有一定的沟通协调能力 具备平台推广的数据分析能力优先 有汽车零部件相关销售工作优先，有PS基础者优先。,105
用户运营经理,基于平台的定位，深刻理解并定义平台用户运营的发展和战略方向 分解中长期的发展目标和实现路径，实现组织和用户战略的持续升级 基于平台战略方向和品牌策略，思考并输出用户增长和运营策略，指导用户成长和激励体系搭建，用户全生命周期管理机制和方向 制定线上线下用户运营策略，对用户价值提升和用户口碑形成明确策略方案，促进用户价值提升 建立用户精准触达策略和机制，明确分层用户运营策略，驱动用户自治的用户生态建立 搭建用户运营战略研究框架和方法论，通过系统性的宏观趋势、政策红利、用户结构和行业竞争研究，产出关键战略方向和策略，助力用户快速增长 跟踪互联网和汽车行业用户运营趋势和创新模式，并形成研究报告用于决策和战略规划制定 协同商品、技术团队，全面负责用户运营平台安全和用户增长策略及落地，不断迭代用户运营平台运作流程标准和运营体系，提升团队运营效率 并对运作过程给出改进建议，并跟踪改进效果，对结果负责，并能将解决过程归纳为可复制的方法论 研究用户在平台商品中的生命周期的体验细节与反馈结果，通过数据分析、用户调研等找出业务当中存在的问题，对成本节降、用户体验提出合理有效的建议 关注用户运营关键数据趋势，通过持续优化用户运营策略和创新的运作模式，助推用户增长和用户留存、转化 进行用户运营相关分析、用户调研、数据分析，持续提升用户平台体验和用户满意度。，、本科以上学历， 以上相关工作经验 出色的信息收集和分析能力，逻辑思维能力，有对业务相关性和优先级的清晰判断力，精通增长玩法：裂变、激励、活动等 极强的学习和探索新领域的精神和认知能力，对新事物有高度好奇心和自驱力 有系统的运营方法论，对数据敏感，逻辑清晰，能通过数据驱动用户成长及生命周期价值提升; 熟悉主流互联网、汽车行业用户运营和社区运营模式 商业Sense，优秀的数据分析、情报收集能力 具有数据分析或策略运营相关工作经验者优先 具有用户策略运营、用户全生命周期管理、用户分层运营的成功经验者优先。,用户运营经理，基于平台的定位，深刻理解并定义平台用户运营的发展和战略方向 分解中长期的发展目标和实现路径，实现组织和用户战略的持续升级 基于平台战略方向和品牌策略，思考并输出用户增长和运营策略，指导用户成长和激励体系搭建，用户全生命周期管理机制和方向 制定线上线下用户运营策略，对用户价值提升和用户口碑形成明确策略方案，促进用户价值提升 建立用户精准触达策略和机制，明确分层用户运营策略，驱动用户自治的用户生态建立 搭建用户运营战略研究框架和方法论，通过系统性的宏观趋势、政策红利、用户结构和行业竞争研究，产出关键战略方向和策略，助力用户快速增长 跟踪互联网和汽车行业用户运营趋势和创新模式，并形成研究报告用于决策和战略规划制定 协同商品、技术团队，全面负责用户运营平台安全和用户增长策略及落地，不断迭代用户运营平台运作流程标准和运营体系，提升团队运营效率 并对运作过程给出改进建议，并跟踪改进效果，对结果负责，并能将解决过程归纳为可复制的方法论 研究用户在平台商品中的生命周期的体验细节与反馈结果，通过数据分析、用户调研等找出业务当中存在的问题，对成本节降、用户体验提出合理有效的建议 关注用户运营关键数据趋势，通过持续优化用户运营策略和创新的运作模式，助推用户增长和用户留存、转化 进行用户运营相关分析、用户调研、数据分析，持续提升用户平台体验和用户满意度。，、本科以上学历， 以上相关工作经验 出色的信息收集和分析能力，逻辑思维能力，有对业务相关性和优先级的清晰判断力，精通增长玩法：裂变、激励、活动等 极强的学习和探索新领域的精神和认知能力，对新事物有高度好奇心和自驱力 有系统的运营方法论，对数据敏感，逻辑清晰，能通过数据驱动用户成长及生命周期价值提升; 熟悉主流互联网、汽车行业用户运营和社区运营模式 商业Sense，优秀的数据分析、情报收集能力 具有数据分析或策略运营相关工作经验者优先 具有用户策略运营、用户全生命周期管理、用户分层运营的成功经验者优先。,106
渠道投放经理,带领市场投放团队，全面主导信息流广告投放工作，投放渠道包括但不限于头条、快手、腾讯、百度、广点通等，精通投放逻辑，熟悉各渠道合作模式，对新增量级、获客成本、ROI直接负责 根据易车APP产品特点及用户属性，深入分析用户需求，制定精准投放策略，把控控投放节奏，规划推广预算与成本，确保投放效果达成 对渠道数据进行实时监控和分析，根据数据变化作出策略调整，推动渠道优化和精细化运营，推动用户增长，提升投放ROI; 关注竞品、行业投放情况，了解业内新的推广模式，研究竞品广告投放策略和效果，不断拓展和优化渠道投放策略，快速获取用户增长，提高用户留存。， 本科以上学历，至少 及以上广告投放工作经验，至少 及以上的团队管理经验 熟悉国内主流投放渠道运作模式，有抖音、快手等信息流等商务合作投放经验，成功操盘过月耗千万级+或年耗 +的投放项目，服务过汽车类项目者优先考虑。 突出的市场洞察、资源配置及整合能力，优秀的成本管控能力，持续关注对最新市场动向和互联网推广新渠道 对增长链路数据具有敏感性，优秀的逻辑能力、数据分析能力，能快速发现问题并推进解决 优秀的团队管理能力和沟通协作能力，结果导向，自驱力强。,渠道投放经理，带领市场投放团队，全面主导信息流广告投放工作，投放渠道包括但不限于头条、快手、腾讯、百度、广点通等，精通投放逻辑，熟悉各渠道合作模式，对新增量级、获客成本、ROI直接负责 根据易车APP产品特点及用户属性，深入分析用户需求，制定精准投放策略，把控控投放节奏，规划推广预算与成本，确保投放效果达成 对渠道数据进行实时监控和分析，根据数据变化作出策略调整，推动渠道优化和精细化运营，推动用户增长，提升投放ROI; 关注竞品、行业投放情况，了解业内新的推广模式，研究竞品广告投放策略和效果，不断拓展和优化渠道投放策略，快速获取用户增长，提高用户留存。， 本科以上学历，至少 及以上广告投放工作经验，至少 及以上的团队管理经验 熟悉国内主流投放渠道运作模式，有抖音、快手等信息流等商务合作投放经验，成功操盘过月耗千万级+或年耗 +的投放项目，服务过汽车类项目者优先考虑。 突出的市场洞察、资源配置及整合能力，优秀的成本管控能力，持续关注对最新市场动向和互联网推广新渠道 对增长链路数据具有敏感性，优秀的逻辑能力、数据分析能力，能快速发现问题并推进解决 优秀的团队管理能力和沟通协作能力，结果导向，自驱力强。,107
区域销售经理,a. 市场开发：市场政策分析，目标客户及潜在客户寻找，业务机会挖掘 b. 销售指标：分解销售指标，制定销售计划，负责区域销售指标执行及落实（签约、收入、回款、存货） c. 项目推进：管理区域客户项目，明确重点跟进项目，管理并跟进项目进度 d. 销售策略：制定重点客户计划并监督落实，推动重点客户推介、交流、拜访 e. 预算规划：区域指标编制及预算，并及时准确完成预算提报 f. 成本管控：根据预算和项目，管理和监控区域销售费用和项目成本 g. 销售管理：管理并监控区域销售人员CRM系统录入规范性、信息完整性检查，按照流程执行项目立项、投标、合同签订、项目管理、项目实施和交付等 h. 政策流程：协助上级领导拟定销售政策及业务流程，并负责业务流程的跟进、执行和监控。负责区域规章制度的制定、修订，并监督实施 i. 团队建设：负责所在区域的销售团队建设、激励和员工培养，推动跨项目协调资源 其他信息， 学本科以上，年龄 以下 汽车行业知识 销售管理经验 项目管理经验 外语能力 熟练的英语书面及口语能力，优秀的销售管理、项目管理能力和协调组织能力,区域销售经理，a. 市场开发：市场政策分析，目标客户及潜在客户寻找，业务机会挖掘 b. 销售指标：分解销售指标，制定销售计划，负责区域销售指标执行及落实（签约、收入、回款、存货） c. 项目推进：管理区域客户项目，明确重点跟进项目，管理并跟进项目进度 d. 销售策略：制定重点客户计划并监督落实，推动重点客户推介、交流、拜访 e. 预算规划：区域指标编制及预算，并及时准确完成预算提报 f. 成本管控：根据预算和项目，管理和监控区域销售费用和项目成本 g. 销售管理：管理并监控区域销售人员CRM系统录入规范性、信息完整性检查，按照流程执行项目立项、投标、合同签订、项目管理、项目实施和交付等 h. 政策流程：协助上级领导拟定销售政策及业务流程，并负责业务流程的跟进、执行和监控。负责区域规章制度的制定、修订，并监督实施 i. 团队建设：负责所在区域的销售团队建设、激励和员工培养，推动跨项目协调资源 其他信息， 学本科以上，年龄 以下 汽车行业知识 销售管理经验 项目管理经验 外语能力 熟练的英语书面及口语能力，优秀的销售管理、项目管理能力和协调组织能力,108
区域销售经理,根据区域销售策略及计划，配合落实区域销售工作 根据公司下达的AAK和STD目标，参与月度目标的分解，并确保实现 统计，分析经销商集客量，收集区域市场信息与经销商信息 协助区域主管销售经理管理区域市场活动，策划和实施本区域内的市场活动，负责经销商市场活动验收材料的收集与整理 协助配合区域大用户、出租车、二手车业务 配合管理，协调其它销售业务：补录AAK，指导经销商应用整车销售系统，开展经销商日常业务协调 建立并维护小区经销商相关的基础数据和信息系统，作好相关业务的档案管理工作， 国内大学统招本科及以上学历 校 最高学历毕业后，具备 以上相关工作经验 经销商指导：了解经销商的运营情况，识别阻碍经销商发展的业务短板，与经销商共同制定提升方案并监督方案的落实 市场敏锐：及时跟进市场变化与竞争对手的发展趋势 政策解读：清晰地为经销商讲解与分析法律法规、政策、规定、要求以及流程 计划制定：分解STD、AAK、新车型销售以及库存规划目标，制定区域的市场推广计划和促销方案 善于创新，思维活跃 有较强的沟通和合作能力 国内高校毕业生大学英语四级(CET- )及以上 年龄 岁及以下,区域销售经理，根据区域销售策略及计划，配合落实区域销售工作 根据公司下达的AAK和STD目标，参与月度目标的分解，并确保实现 统计，分析经销商集客量，收集区域市场信息与经销商信息 协助区域主管销售经理管理区域市场活动，策划和实施本区域内的市场活动，负责经销商市场活动验收材料的收集与整理 协助配合区域大用户、出租车、二手车业务 配合管理，协调其它销售业务：补录AAK，指导经销商应用整车销售系统，开展经销商日常业务协调 建立并维护小区经销商相关的基础数据和信息系统，作好相关业务的档案管理工作， 国内大学统招本科及以上学历 校 最高学历毕业后，具备 以上相关工作经验 经销商指导：了解经销商的运营情况，识别阻碍经销商发展的业务短板，与经销商共同制定提升方案并监督方案的落实 市场敏锐：及时跟进市场变化与竞争对手的发展趋势 政策解读：清晰地为经销商讲解与分析法律法规、政策、规定、要求以及流程 计划制定：分解STD、AAK、新车型销售以及库存规划目标，制定区域的市场推广计划和促销方案 善于创新，思维活跃 有较强的沟通和合作能力 国内高校毕业生大学英语四级(CET- )及以上 年龄 岁及以下,109
销售经理,市场开发，寻找潜在客户 把握现有客户需要及其动向，调查现有顾客的情报 收集竞争者情报，收集行业技术情报 提供完整的订单信息并参与合同评审 负责销售资金及时回笼 督促订单及时发货 提供顾客所指出的公司产品在技术上存在的问题，提供市场开发和销售工作中遇到的问题 向公司提供客户档案 向公司提供市场预测报告及预测销售量，制作个人销售统计 客户拜访及服务。， 大专及以上学历，英语熟练 两年以上工作经验，有销售工作经验者优先 具有良好的沟通能力 团队合作精神 对计算机Word，Excel，PPT等应用软件熟练操作 认真严谨、有责任心。,销售经理，市场开发，寻找潜在客户 把握现有客户需要及其动向，调查现有顾客的情报 收集竞争者情报，收集行业技术情报 提供完整的订单信息并参与合同评审 负责销售资金及时回笼 督促订单及时发货 提供顾客所指出的公司产品在技术上存在的问题，提供市场开发和销售工作中遇到的问题 向公司提供客户档案 向公司提供市场预测报告及预测销售量，制作个人销售统计 客户拜访及服务。， 大专及以上学历，英语熟练 两年以上工作经验，有销售工作经验者优先 具有良好的沟通能力 团队合作精神 对计算机Word，Excel，PPT等应用软件熟练操作 认真严谨、有责任心。,110
运营经理,负责网约车的市场开拓和用户运营，根据公司战略目标完成运营指标 组织开展司机招聘、培训、日常管理和服务支持等工作 负责部门人员的内部管理，组织协调各职能高效运转，规范各项业务操作 负责运营风险把控，解决突发事件。， 大专及以上学历， 以上工作经验，网约车、共享汽车或共享单车中上层管理职位经验优先 熟悉驾驶员招聘、培训和考核，能在当地组织实施驾驶员招聘及相关培训 具备良好的团队管理能力和沟通协调能力，能处理各类突发事件 重视自我成长和突破。,运营经理，负责网约车的市场开拓和用户运营，根据公司战略目标完成运营指标 组织开展司机招聘、培训、日常管理和服务支持等工作 负责部门人员的内部管理，组织协调各职能高效运转，规范各项业务操作 负责运营风险把控，解决突发事件。,111
城市经理,作为企业在当地的业务负责人，负责属地网约车司机的汽车租赁、汽车金融、以租代购等产品定制开发、市场、销售、客户管理、交付管理等工作制定及执行 组织并激励区域团队，制定有效的业务目标，带领团队完成业务目标 以身作则进行客户拓展、维护工作，积极拓展当地的渠道及合作伙伴生态圈 作为公司代表，参与当期的公开市场活动，维护公司产品形象，推进产品市场认知 对区域损益负责。， 以上的 销售经验，其中包括 以上的新市场开发经验 具备城市级别以上的市场管理能力，具备当地网约车司机、车管公司、司机管理公司等渠道资源，有 以上团队的搭建和管理经验; 具备金融类产品 销售经验者优先考虑，具备汽车金融相关产品销售经验者优先考虑，对共享汽车、出行行业有从业经验者优先考虑 具备创业精神，可作为创业合伙人合作拼搏 全日制大专以上学历，表达能力优秀。,城市经理，作为企业在当地的业务负责人，负责属地网约车司机的汽车租赁、汽车金融、以租代购等产品定制开发、市场、销售、客户管理、交付管理等工作制定及执行 组织并激励区域团队，制定有效的业务目标，带领团队完成业务目标 以身作则进行客户拓展、维护工作，积极拓展当地的渠道及合作伙伴生态圈 作为公司代表，参与当期的公开市场活动，维护公司产品形象，推进产品市场认知 对区域损益负责。， 以上的 销售经验，其中包括 以上的新市场开发经验 具备城市级别以上的市场管理能力，具备当地网约车司机、车管公司、司机管理公司等渠道资源，有 以上团队的搭建和管理经验; 具备金融类产品 销售经验者优先考虑，具备汽车金融相关产品销售经验者优先考虑，对共享汽车、出行行业有从业经验者优先考虑 具备创业精神，可作为创业合伙人合作拼搏 全日制大专以上学历，表达能力优秀。,112
充电桩系统工程师,充电桩企业研究与竞品分析，充电桩发展趋势与前沿技术研究，组织新产品与新技术调研与规划 制定充电桩新产品开发计划，组织开发人员，跟踪开发进度，负责产品从样机制造到批量生产全流程开发与产品落地 对充电桩开发过程中的关键技术问题提供技术支持，组织团队对项目难点进行攻关 配合市场端做好相关技术支持工作。， 本科以上学历，电气工程、电力电子、自动化等相关专业 熟悉充电桩核心模块与元器件的性能与参数，熟悉充电桩内部电气系统原理 熟悉充电桩全过程开发，至少参与过 充电桩产品的开发，能主导充电桩的整机制造 五年以上电气产品开发经验，三年以上充电桩产品开发经验，有头部充电桩企业研发经验者优先。,充电桩系统工程师，充电桩企业研究与竞品分析，充电桩发展趋势与前沿技术研究，组织新产品与新技术调研与规划 制定充电桩新产品开发计划，组织开发人员，跟踪开发进度，负责产品从样机制造到批量生产全流程开发与产品落地 对充电桩开发过程中的关键技术问题提供技术支持，组织团队对项目难点进行攻关 配合市场端做好相关技术支持工作。， 本科以上学历，电气工程、电力电子、自动化等相关专业 熟悉充电桩核心模块与元器件的性能与参数，熟悉充电桩内部电气系统原理 熟悉充电桩全过程开发，至少参与过 充电桩产品的开发，能主导充电桩的整机制造 五年以上电气产品开发经验，三年以上充电桩产品开发经验，有头部充电桩企业研发经验者优先。,113
充电桩软件开发工程师,负责非车载直流充电机的 讯软件开发 负责非车载直流充电机的功率控制软件开发 负责交直流充电桩的控制软件及通讯软件开发 负责交直流充电桩的人机交互软件开发 负责交直流充电桩与云后台交互软件开发（含软件在线升级） 负责充电机和充电桩软件功能调试测试验证 负责充电桩软件实验、生产和售后问题处理和整改 负责交直流充电桩对标分析和技术标准和技术文件的编制 ， 至少完整开发过一款直流充电桩或交流充电桩软件 精通C C++及面向对象编程原理和方法 至少精通一款ARM架构MCU，如STM NXP等 至少熟悉一种IDE开发环境，Keil、IAR等，具备bootloader开发经验 至少熟悉一种RTOS，freeRTOS、ucos、ThreadX等，熟悉多线程编程技术 精通CAN总线，熟悉 线、UART、I 、SPI、SDIO等 熟悉GB T GB T J modbus、TCP IP等标准或协议 具有一定的电子硬件设计能力，能够阅读和简单设计SCH、PCB等 了解CCS CS SO SO 标准,充电桩软件开发工程师，负责非车载直流充电机的 讯软件开发 负责非车载直流充电机的功率控制软件开发 负责交直流充电桩的控制软件及通讯软件开发 负责交直流充电桩的人机交互软件开发 负责交直流充电桩与云后台交互软件开发（含软件在线升级） 负责充电机和充电桩软件功能调试测试验证 负责充电桩软件实验、生产和售后问题处理和整改 负责交直流充电桩对标分析和技术标准和技术文件的编制 ， 至少完整开发过一款直流充电桩或交流充电桩软件 精通C C++及面向对象编程原理和方法 至少精通一款ARM架构MCU，如STM NXP等 至少熟悉一种IDE开发环境，Keil、IAR等，具备bootloader开发经验 至少熟悉一种RTOS，freeRTOS、ucos、ThreadX等，熟悉多线程编程技术 精通CAN总线，熟悉 线、UART、I 、SPI、SDIO等 熟悉GB T GB T J modbus、TCP IP等标准或协议 具有一定的电子硬件设计能力，能够阅读和简单设计SCH、PCB等 了解CCS CS SO SO 标准,114
自动泊车系统集成工程师,负责编制量产项目的系统功能需求规范 负责主导跟进量产项目的系统开发工作 负责编制自动泊车系统测试规范 负责量产项目各阶段的泊车系统测试及验证工作 负责自动泊车系统中短期及长期的规划及策略。， 本科及以上学历 汽车智能网联领域 工作经验 熟练使用CANOE、VSPY、售后诊断仪等汽车总线开发测试工具 具有较好的沟通能力、语言能力和人际交往能力，具备较强的学习能力和创新能力 乐观开朗，具有希望挑战、渴望成功、自我实现的性格特质，愿意共同发展。,自动泊车系统集成工程师，负责编制量产项目的系统功能需求规范 负责主导跟进量产项目的系统开发工作 负责编制自动泊车系统测试规范 负责量产项目各阶段的泊车系统测试及验证工作 负责自动泊车系统中短期及长期的规划及策略。， 本科及以上学历 汽车智能网联领域 工作经验 熟练使用CANOE、VSPY、售后诊断仪等汽车总线开发测试工具 具有较好的沟通能力、语言能力和人际交往能力，具备较强的学习能力和创新能力 乐观开朗，具有希望挑战、渴望成功、自我实现的性格特质，愿意共同发展。,115
自动泊车系统测试工程师,根据产品功能需求和测试用例开展实车功能测试，参数标定和数据采集 负责测试用例制定及维护，测试实施、问题分析及整理 负责整车总线（CAN、CAN FD、Ethernet等）通信、诊断测试 负责自动泊车前沿测试技术实施 客户突发问题的定位及初步处理。， 大学本科，或者优秀大专，电子、电气，自动化，仪器仪表，通信，计算机，车辆工程等相关专业; 有驾照，具备一定的整车测试经验，熟悉测试流程和测试工具; 良好的英语读写能力，口语至少能开口; 吃苦耐劳，有自主学习能力 良好的团队沟通能力。,自动泊车系统测试工程师，根据产品功能需求和测试用例开展实车功能测试，参数标定和数据采集 负责测试用例制定及维护，测试实施、问题分析及整理 负责整车总线（CAN、CAN FD、Ethernet等）通信、诊断测试 负责自动泊车前沿测试技术实施 客户突发问题的定位及初步处理。， 大学本科，或者优秀大专，电子、电气，自动化，仪器仪表，通信，计算机，车辆工程等相关专业; 有驾照，具备一定的整车测试经验，熟悉测试流程和测试工具; 良好的英语读写能力，口语至少能开口; 吃苦耐劳，有自主学习能力 良好的团队沟通能力。,116
