text,weak_label,confidence,rule_triggered
汽车美容。汽车维修保养主要从事小汽修保养维修，应市场需求本店以快修保养，维修电路为主。如果你想学一门手艺，来我这里是个不错的选择，我们有专人手把手教你，基本上一年就可以出师了。,136,0.8254,similarity
系统集成项目经理。岗位职责：从事大型系统集成项目的投标组织、项目管理、调试试运行等工作。 任职资格：自动化、计算机或通信相关专业本科及以上学历。3年以上智能化和系统集成项目管理相关工作经验，具有编制招投标书、进行技术洽谈经验，具有项目实施的管理、协调和控制经验。有一级建造师证书、计算机信息系统集成项目经理证书者优先考虑。能够适应出差。,0,0.821,reject_civil_construction
须知少年凌云志！诚聘月入1W+房产经纪人。没有所谓天命如此，什么时候都可以奋起还击，海居提供晋升快福利好的房屋租赁平台，助你职业生涯一路高歌猛进！早九晚六，不用加班，不需要你坐班，时间自由月休6天，可随意调配连休每天玩玩手机，聊聊天，刷刷房子，收收钱，主打的就是一个惬意更是有25天的超长年假，玩的舒舒服服工作要求：年龄18-30岁，男女不限有责任心，待人真诚，愿意学习薪资福利：全行业高提成新人入职第一整月，收入5-8k，超过两个月的，基本...,0,0.7283,reject_real_estate
软件销售代表。正奇晟业（北京）科技有限公司（以下简称正奇晟业），成立于2014年，公司总部位于北京市朝阳区，经历数年发展正奇晟业已在北京、秦皇岛拥有包括生产、研发、运营在内的2个分支机构。运营产品终端近万台；服务客户超500家；用户体量超过400万。正奇晟业秉承工业设计的严谨，颠覆性的开启了以移动互联+物联网+云服务+大数据应用为一体的智慧餐饮服务体系。公司拥有多年的餐饮行业信息化服务经验，是国内团餐软件领先品...,0,0.7253,reject_food_service
汽车美容技师。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。工作时间：09：00-18：00,136,0.8996,similarity
汽车美容主管。招聘洗车部主管20-40岁，形象气质好。身体健康，工作细致、认真、勤快，为人诚实可靠，踏实肯干，无不良嗜好;有工作经验优先。负责接待每日进店客户，并开具洗车施工单，负责自动洗车机操作及日常维护，负责汇总并和对当日洗车数据报送部门经理，负责满足客户服务需求及公司服务产品的销售。工作时间：8：00—12：00 午休 13：00—17：00 早八晚五，免费一日三餐，提供免费住宿。欢迎加入我们的团队。福利...,136,0.857,similarity
汽车美容技师。1、负责抛光打蜡，清洗发动机，清洗内室，封釉，镀晶，精洗汽车等美容项目的施工。2、负责对美容施工所需设备的保管及保养。3、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑，有驾照会开车优先。4、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识。,136,0.9154,similarity
汽车美容技师。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、镀膜镀晶等美容项目的施工； 2、负责对美容施工所需设备的保管及保养；会加装360脚垫 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，有驾照； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。,136,0.9031,similarity
汽车美容技师。长期招聘汽车美容行业人员：实习生、技工、司机、主管、店长、销售顾问！欢迎喜欢汽车美容、贴膜改色的伙伴加入我们！任职要求：1、热爱汽车行业，致力于在汽车美容行业发展；2、熟练抛光打蜡、精细镀膜镀晶等各项汽车美容施工项目；3、有汽车美容相关专业，接纳小白无经验，可培养新人；4、有驾照会开车更好。福利待遇：1、入职享受五险；2、包住，公司提供良好的住宿环境和工作环境；3、员工在公司连续工作满一年，可享受...,136,0.8712,similarity
汽车美容技师。1.负责抛光打蜡.清洗发动机，清洗内室.封釉.精细镀晶等美容项目的施工；2.会安装360脚垫；3.负责对美容施工所需设备的保管及保养；4.完成领导交办的其他工作。,136,0.8898,similarity
汽车美容技师。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。职位福利：五险一金、节日福利、创业公司、每年多次调薪、高温补贴,136,0.8996,similarity
汽车洗车美容工。录用标准1、免费带薪培训2、日常洗车，美容抛光，打蜡。3、负责客户档案管理、维护。5、有团结意识，积极上进，配合工作，服从管理，有经验者优先，有驾照优先。福利待遇1、包吃住，有浴室，宿舍空调。,136,0.8093,similarity
汽车美容技师。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、有汽车贴膜技术优先 4、完成领导交办的其他工作。 任职要求： 1、有汽车抛光美容经验2-5年，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。,136,0.9049,similarity
汽车装饰美容技师。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的作业完成。2、负责对美容施工所需设备的保管及保养。3、负责车体内外美容业务。任职要求：1、半年以上的汽车喷漆经验。2、吃苦耐劳，听从安排。3、能力优秀的汽车维修类专业学生，可适当放宽要求。,136,0.8993,similarity
线束车间主管。岗位职责：1、根据计划定单和生产实际情况，制订本车间的生产作业计划；合理调配人员和设备，提高生产效率；2、对生产作业过程进行监督、指导，同时进行生产质量控制，保证生产质量，对违规操作提出警告并指正；3、参与产品质量问题的分析，制定并实施纠正和预防措施；监督检查生产过程中的自检和互检，防止不合格品流入下道工序。4、负责落实企业各项生产安全制度，开展经常性安全检查；杜绝安全隐患，防止安全事故的发生；5...,27,0.8832,similarity
汽车美容技师。1、负责抛光打蜡、清洗发动机、清洗内室、封釉、精细镀膜等美容项目的施工 2、负责对美容施工设施的保管及保养； 3、完成上级交办的其它工作 薪资面议,136,0.8792,similarity
o2o形式+vr黑科技+95后的年轻战队+专业顾问。链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪人近14万名。链家一直坚持做难而正确的事，品质是链家的生命，在过去，我们全力推动楼盘字典建设，率先发起真房源，推出安心服务承诺，打造纯粹、一致的组织文化，未来，链家将持续坚定地定义服务、定义经纪人的职业...,0,0.671,reject_real_estate
不考虑房产勿点别浪费我感情。没什么简介，没有特性要求，只要你做事认真积极，我们都收。。我们在常州（钟楼、天宁、武进、新北）+金坛有800家门店，总有一家靠你家附近，公司遵循新人安排门店就近商圈分配，如果你想靠家近、事少、钱多、氛围好，注重个人在企业的能力提升，那你选择常居绝对没有错。 划重点（业务涉及）：二手房出售、房屋租赁、一手楼盘代理分包销、权证办理、按揭贷款等、装修等，有关房子业务，我们公司一样没落下。 薪资工作时间，...,0,0.7511,reject_real_estate
汽车美容。1、服从店长和技师的领导，听从技师的安排，协助技师工作；2、努力学习和掌握汽车相关技巧及操作规范，不断提高操作水平；3、作业中严格执行操作规范，确保作业质量，提高作业效率；4、做好设备日常维护，确保设备工作正常运行，保持作业场地清洁和物品摆放有序。任职要求：热爱汽车行业，汽车相关专业优先,136,0.8832,similarity
我知道，你能行！来我司，不独行。上市公司底薪8K+高提成，期待不甘平凡的你！。岗位职责：1，通过O2O模式，运用链家网、贝壳网、Link等互联网平台及工具完成房客源的开发与维护，为客户提供全流程房产交易服务；2、负责维护各个线.上渠道的房源，保证信息准确、真实;负责客户的接待、咨询;3、根据客户意向，带客户看房并进行周边环境介绍;4、详细了解客户的需求，做好信息的合理匹配，提供合适房源;5、负责业务跟进、客户信息登记及客i户关系维护等后续工作;6、进行商务谈判，促成房产经纪...,0,0.7682,reject_real_estate
系统集成项目经理。岗位职责：从事大型系统集成项目的投标组织、项目管理、调试试运行等工作。 任职资格：自动化、计算机或通信相关专业本科及以上学历。3年以上智能化和系统集成项目管理相关工作经验，具有编制招投标书、进行技术洽谈经验，具有项目实施的管理、协调和控制经验。有一级建造师证书、计算机信息系统集成项目经理证书者优先考虑。能够适应出差。,0,0.821,reject_civil_construction
汽车美容技师。岗位要求： 1、负责汽车打蜡、贴膜、清洗内饰、封釉、精细度膜等美容项目； 2、负责对美容项目所需设备的保管及保养； 3、完成领导交办的其他工作 任职资格： 1、有汽车美容经验，掌握相关理论知识和专业技术； 2、1-3年工作经验，有高汽车品牌优先； 3、吃苦耐劳，抗压能力强,136,0.8901,similarity
区域销售总监（华东）。职位描述 1、根据公司的战略规划，整合公司内外部优势资源，发掘潜在有价值的项目销售机会，完成公司下达的销售目标； 2、负责本地区行业市场的开拓，客情关系的建立和维护，商机跟踪与管理； 3、负责市场分析、渠道策划、技术宣讲、方案整合和商务公关工作； 4、负责项目策划、商务谈判、招投标运作、合同签订、项目回款、项目交付和验收的协调工作； 5、配合售前技术支持、应用技术开发、项目交付管理、售后服务团队做...,108,0.9006,similarity
汽车美容。会一些基本的洗车美容项目，会教施工流程，认真肯干即可，供吃供住，交社保，每月准时发工资，上班时间8:30-7:00，会根据淡旺季提前下班，店里氛围好，无硬性规矩,136,0.8129,similarity
信息安全负责人。主要/核心职责1、信息的监督和指导信息安全。 2、管理企业范围内的信息安全政策，程序和标准的制定，实施和执行。 3、提供咨询服务，以高级管理人员以及IT，并就有关该公司的开展业务的能力产生重大影响的决定和建议。 4、监督有关新的和现有的技术和适当的安全体系结构，做法和程序的业务和运营基础设施的人员。 5、具有广阔的责任与各种内部和外部客户，审计机构和监管部门对接，建立沟通，合作和遵守信息安全的标准...,66,0.9011,similarity
恩平楼盘销售(无经验）+高佣金+包吃住。岗位职责： 1、负责楼盘销售、客户开发与积累，并与客户业主建立良好的沟通关系； 2、为客户提供房屋买卖、贷款等相关业务全程服务； 3、负责客户开发、电话预约与登记、实地看房、谈判签约以及售后跟进服务等具体工作； 4、进行相关市场调研，为公司提出相关合理化建议； 5、积累并发展目标客户，力争达成销售目标。任职要求：1、高中及以上学历；2、思维敏捷，善于学习，具备良好的语言表达及沟通能力；3、热爱销售...,0,0.8157,reject_real_estate
汽车美容。职位描述1、负责抛光打蜡，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；应聘要求1、有汽车抛光美容经验优先；2、吃苦耐劳，抗压力强。3、熟悉部门工作内容、维修流程、维修操作流程等4、对工作有责任心，上进心,136,0.9024,similarity
汽车美容。岗位职责：1、负责车辆精洗、漆面抛光、发动机清洗、内饰清洗、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作;4、客户接待和项目营销推广。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，对漆面养护有一定专业知识；3、如果你不具备以上条件，那也没关系，只要你有从事这个行业的兴趣和激情，有良好的学习和动手能...,136,0.9182,similarity
"饲料线 销售主任(湖南&贵州)。饲料线 销售主任(湖南&贵州) 工作地点：华西，住湖南优先职位要求:1.本科及以上学历,畜牧，兽医，动物营养等相关专业；2.五年以上相关工作经验, 有配方技术背景或添加剂销售经验优先；3.熟悉湖南、贵州市场，有中小型客情关系优先；3.正直、诚实、主动和勤奋，有团队合作精神和销售激情；4.具备良好的沟通及抗压能力。主要职责:1. 结合市场需求，制定市场开发方案，完成所属区域的销售目标;2. 负责所属...",0,0.6721,reject_agriculture
o2o形式+vr黑科技+95后的年轻战队+专业顾问。即将毕业，或者已经毕业的你； 是否梦想着有一个好的平台施展自己的能力，是否想通过自己的努力得到一个公平公正的晋升机会，是否想选择一份职业长久的坚持下去； 我们相信，当年轻遇见年轻，就可以创造新生力量！ 链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪...,0,0.7147,reject_real_estate
"汽车美容待遇好。""职位描述：1.有驾驶证，开车熟练的优先2.此岗位招聘：美容主管、美容中工，责任心强、能吃苦耐劳！3. 做事勤快肯干，具有团队合作精神；4.按照公司相关流程完成各项汽车美容项目（主要是名车护理），有工作经验者优先考虑。5.维护洗车区域及周围区域的卫生。福利待遇：1， 提供餐费补贴，提供住宿；2， 节日津贴，加班补年终奖，每年调薪；3， 定期的员工拓展活动，4， 提供全面的培训及晋升机制，表现优秀者...",136,0.8562,similarity
汽车美容清洁师。岗位职责： 1、负责汽车清洁，抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强,136,0.9024,similarity
线束工程师（CHS）。岗位职责： 1、能够设计整车原理及2D图纸； 2、能够独立完成小改型项目相关零件的正向设计等； 3、能够绘制零部件3D设计方案； 4、绘制设计图纸、输出文件； 5、能指导二级工程师完成零部件的设计工作，并对其设计结果进行检查； 岗位要求： 1、专科、汽车、机械及其他相关专业；2、三年以上汽车设计工作经验， 2个车型电器系统设计经验； 3、熟悉本专业子系统结构、工艺、功能等，并能够全新设计子系统，了...,24,0.9317,similarity
汽车美容。诚聘： 要求需有（驾驶证） 汽车维修中工多名/汽车维修 汽车美容中工多名/汽车美容多名 4S店辞职应聘优先，会抛光打蜡优先,136,0.815,similarity
汽车美容技师。岗位职责：1、负责二手车专业普洗精洗，发动机清洗、内饰，抛光封釉等美容的工作； 2、按要求完成车辆的清洗作业； 3、学历不限，身体健康，无重大病史，手脚麻利，踏实肯干无不良嗜好，热爱汽美行业！岗位要求：1.40岁以内，吃苦耐劳，多劳多得；2、福利待遇：七险一金（入职即买五险一金）；免费住宿；生育、结婚、丧葬礼金公司在2号线和4号线地铁口有班车接送。,136,0.8603,similarity
信息安全管理。（一）根据公司信息安全要求，负责信息安全工作； （二）根据网络系统安全需求，定期提出网络与信息安全整改意见； （三）定期组织开展信息安全巡检，输出安全巡检报告； （四）定期完善信息安全管理制度，并提供安全改进工作建议； （五）根据工作需要，处理安全的其它事务。,66,0.8818,similarity
康桥知园二手房置业顾问、租售专员。岗位职责： 1、负责客户的接待、咨询工作，为客户提供专业的房地产置业咨询服务。 2、陪同客户看房、介绍小资产（车位、储藏间、商铺）内容，促成新房销售、二手房买卖或租赁业务及相关小资产（车位、储藏间、商铺）销售业务。 3、负责公司房源开发与积累，并与业主建立良好的业务合作关系。 任职要求： 1、大专以上学历，年龄在35岁以下，男性身高在170cm以上，女性身高在160cm以上，形象气质良好，无不良嗜...,0,0.7655,reject_real_estate
汽车美容。岗位职责 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，为人坦诚，并具有良好的团队合作意识； 4、有驾照； 5、全国连锁汽车品牌门店...,136,0.9043,similarity
交直流混合配用电系统仿真分析、运行控制、设计开发。1.从事包含分布式光伏系统、储能系统和交直流配用系统的智慧能源系统、综合能源站、微电网/微能网相关的科研、咨询、工程应用工作；2.开展交直流混合配用电系统、低碳/零碳园区、微电网/微能网系统的建模、运行控制及保护策略的仿真分析和验证工作；3.根据用户实际需求，开展包含分布式光伏系统、储能系统和直流系统的微电网/交直流混合配用电系统/微能网一二次系统的设计、设备集成、调试以及运行维护工作。4.编制科...,146,0.8069,similarity
生产技术员（线束）。1.配合工艺工程师工作，对工艺方案、工艺流程进行设计/改善；2.协助车间按计划组装生产，与质量部门密切合作，分析生产流程冲突，对与工艺有关的问题提供解决方法，即使妥善处理生产现场出现的工艺问题；3.负责新项目投产时各阶段准备事项；4.新项目PFMEA分析，并制定对应行动计划；5.根据产品输入实施工程变更；6.目视化作业指导推行，如目视图、操作流程图等工艺文件的编写与维护；7.根据workplace...,27,0.9105,similarity
员工食堂管理及服务。1.具备2年以上餐饮管理经验，熟悉前厅、后厨日常工作管理环节，了解餐厅经营、管理各要素指标及管理路径，负责门店的运营和管理2.做好门店的现场管理、服务、出品、销售，对质量负责3.做好团队建设及培训，确保严格按标准执行，保证团队的工作热情及服务态度4.建立良好的顾客关系，妥善处理各种突发状况，做好售后服务跟进5.及时有效处理其他有关一切与门店管理相关的事宜,0,0.8008,reject_food_service
汽车美容技师。工作内容：1.负责对美容车辆（封釉、镀晶、抛光、贴模等）进行相关施工。 2.向客户介绍并销售门店相关的服务项目。 3.协同各部门完成门店制定的当月任务。 提供食宿。,136,0.8629,similarity
区域销售总监（华东）。职位描述 1、根据公司的战略规划，整合公司内外部优势资源，发掘潜在有价值的项目销售机会，完成公司下达的销售目标； 2、负责本地区行业市场的开拓，客情关系的建立和维护，商机跟踪与管理； 3、负责市场分析、渠道策划、技术宣讲、方案整合和商务公关工作； 4、负责项目策划、商务谈判、招投标运作、合同签订、项目回款、项目交付和验收的协调工作； 5、配合售前技术支持、应用技术开发、项目交付管理、售后服务团队做...,108,0.9006,similarity
汽车美容技师。岗位要求：1.严格按照操作规范流程进行车辆清洁。2.负责抛光打蜡，发动机清洗，内饰清洁，封釉镀金等美容项目施工。3.辅助对施工所需设备进行养护。4.相互合作，团结，良好的营造工作氛围。5.杭州汽服连锁店，晋升空间大，福利待遇优！大工，中工等均需要！！福利待遇：1.试用期4k～6K，期满工资另做调整！2.试用期一个月，3.工资模式：底薪+提成+激励+高额销售提成4.工作时间8.30～6.30，月休四...,136,0.9033,similarity
云计算产业研究员23SYD04。岗位职责:1、负责云计算产业发展、前沿技术研究工作，持续输出相关研究报告；2、负责云计算技术领域的国际、国家和行业标准编写工作；3、负责云计算领域的评估测试工作；4、负责云计算相关领域的咨询项目的实施工作；5、负责其他相关工作。 任职要求:1、具有扎实的计算机或软件相关专业知识；2、对云计算技术及产业（IaaS/PaaS/SaaS）有一定了解；3、掌握常见开发语言 Python/Java/C/C+...,150,0.8136,similarity
汽车车衣师傅。岗位职责:负责门店车衣、改色的施工、协助销售岗位要求：40岁以下，具备3年以上汽车改色、车衣工作经验，具备汽车美容经验(抛光、精洗、打蜡镀晶、空调清洗等)，技巧灵活，具备相关产品的基本知识，熟悉产品特性、善于沟通、有良好的服务态度与意识，能独立完成施工，有驾照者优先，能吃苦耐劳、抗压能力强。薪资待遇:底薪+提成综合工资（8000~15000）薪酬福利：上六休一、每月10日发薪、交五险、有餐补 (杭...,136,0.8821,similarity
肇庆楼盘销售(无经验）+高佣金+包吃住。岗位职责： 1、负责楼盘销售、客户开发与积累，并与客户业主建立良好的沟通关系； 2、为客户提供房屋买卖、贷款等相关业务全程服务； 3、负责客户开发、电话预约与登记、实地看房、谈判签约以及售后跟进服务等具体工作； 4、进行相关市场调研，为公司提出相关合理化建议； 5、积累并发展目标客户，力争达成销售目标。 任职要求： 1、高中及以上学历； 2、思维敏捷，善于学习，具备良好的语言表达及沟通能力； 3、...,0,0.7969,reject_real_estate
汽车美容技师。招聘人数：3-5工作内容，1、汽车清洗、打蜡、封釉、镀膜、镀晶。 2、对工具、设备进行定期保养； 3、按照车间主管安排工作任务及时完成。 任职资格： 1、品行端正，能吃苦耐劳、服从分配。每月薪资：3500-6000职位福利：（包吃/包住/年底双薪/房补/餐补/加班补助）学历要求，无工作年限：0-8年任职要求：吃苦耐劳，服从安排报名方式：请直接投递简历报名,136,0.8078,similarity
汽车美容。岗位职责 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，为人坦诚，并具有良好的团队合作意识；,136,0.9043,similarity
汽车美容技师。打蜡，精洗，内饰清洁保养，引擎室镀膜，镀晶，最好能懂车衣改色。职位福利：加班补助、包住、中餐晚餐全包、全勤奖、弹性工作、定期团建,136,0.8144,similarity
汽车美容技师（杭州、嘉兴、宁波镇海）。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。,136,0.8903,similarity
"汽车美容技师。工作职责：1、负责洗车、打蜡、抛光、封釉、镀晶及内饰清洁等美容项目； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。有C牌驾驭证,有熟练驾驶技术的优先录取。 任职资格： 1.诚实勤劳,能吃苦,反映敏捷,注重细节、品质。 2.工作主动热情，,有上进心，爱沟通。 3.为人热情有礼,遵纪守法,品德好。欢迎有志之士加入! 工作时间： 工作时间:早上08：30——下午19：00 薪资...",136,0.895,similarity
零售经理 6k-10k 周末双休 （上饶）。岗位职责： 1、负责收集整理辖区内厅店移动业务运营数据，并做数据分析。2、对接市、区县的移动和厂家，主要负责产品销售和厂家炒店活动的对接事项。3、负责门店人员的招聘和人员安排工作，设定员工KPI考核细项。4、每天按要求做好零售门店业财管理、整改、分析、定期自查等相关工作，对零售厅店固定资产等建立健全台账，每月根据本部通知做好月度盘点工作，做到账实相符。5、做好厅店日常问题收集及初步解答，本部政策等...,109,0.8323,similarity
汽车美容小工。1.能处理好各类汽车的美容装饰、清理等事项;2.完成汽车打蜡、内室清洗、漆面抛光、封釉、镀膜等各项美容项目;3.掌握相关产品知识和专业技术，不断提高自身职业素质和技能;4.熟悉汽车美容工作，独立、熟练完成各汽车美容项目的施工;5.愿积极配合上级领导的工作。任职要求:1.具有2年以上汽车美容施工从业经验;2.熟悉相关汽车美容的操作与培训能力，善于沟通;3.身体健康，能吃苦耐劳;4.有良好的职业道德;...,136,0.9144,similarity
汽车美容技师。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职要求：1、主动性强，工作态度积极；2、有较强的事业心，勇于面对挑战；3、有汽车美容相关工作经验；4、良好的团队协作精神和客户服务意识。,136,0.8886,similarity
"操作系统工程师。岗位职责：1、负责Linux或者RTOS的BSP开发工作；2、负责设计和实现内核驱动的移植开发与调试；3、分析和解决开发期间发现的问题。任职要求：1、具备5年以上操作系统开发经验；2、具有基于x86平台或者ARM平台的实时操作系统开发经验；3、熟悉linux kernel，精通linux系统裁剪定制优化，熟悉linux内核常用调试方法和工具；4、熟悉I2C,SPI,PCI,UART等总线驱动，能独...",8,0.9031,similarity
（包吃住）郑州最大客车厂普工。座椅装配白班18 晚班19+餐补200焊工短期300一天 合同工4000+加班费（交社保）线束工首月16-17一个小时 次月计件+餐补200缝纫工：22/时+餐补200叉车工：19/时+20餐补装配工：试用期3000+加班费+餐补200 转正7000左右涂装工/转车工：试用期4000+加班费+餐补200 转正8000左右以上岗位全部住宿免费 长期招聘 欢迎咨询,0,0.684,reject_textile
无经验/挑战高收入。高收入+高额抽成成长晋级： 半年一次晋级晋级路径：房产经纪人---店长---区域区经---大区总监---城市总经理福利：1、商业险；2、麦基金（6万-30万）家庭医疗或意外保障；3、伙伴购房、租房，服务费享受伙伴折扣价；4、每年5-15天年休；5、其他：团队建设、体检、法定休息日等......服务内容：1、负责新客户和业主的开发；2、负责客户与业主的接待与咨询，提供顾问式的咨询服务；3、负责公寓、...,0,0.7218,reject_real_estate
汽车美容技师。具备汽车日常使用设备维护保养的基本知识；有一定的发动机、底盘、电气设备等检修技术；掌握汽车的漆面研磨与抛光、车身封釉技术；对汽车贴膜、隔热防爆材料、音响改装、汽车电子有一定的了解；能正确使用移动式或固定式蒸汽清洗机、 各式电脑清洗设备,136,0.9037,similarity
全友家私大量招聘打磨学会以后7-9k。【全友家私最新招聘信息急聘岗位招聘500人】 招聘职位，工资待遇1.新开高端定制家具厂，定制木门厂（岗位：数控开料，排钻，封边，包装，组装，油漆，打磨等）生手首月补贴加计件可达5-7千左右，第二个月6-8千以上.2.沙发厂技术工（岗位：缝纫工，扪工，钉架，贴棉）学习期5-7千左右，学会6-9千以上，最高可达万元以上，个人计件多劳多得，长白班。 3.实木和板式家具厂：招聘木工，安装，包装，打磨，油漆...,0,0.7201,reject_textile
（包吃住）郑州最大客车厂普工。座椅装配白班18 晚班19+餐补200焊工短期300一天 合同工4000+加班费（交社保）线束工首月16-17一个小时 次月计件+餐补200缝纫工：22/时+餐补200叉车工：19/时+20餐补装配工：试用期3000+加班费+餐补200 转正7000左右涂装工/转车工：试用期4000+加班费+餐补200 转正8000左右以上岗位全部住宿免费 长期招聘 欢迎咨询,0,0.684,reject_textile
汽车美容师傅。1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工;2、负责对美容施工所需设备的保管及保养;3、完成领导交办的其他工作。任职资格:职位要求1、有汽车抛光美容经验，学过系统的汽车美容知识2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识;3、吃苦耐劳，抗压力强。镀金优先,136,0.8905,similarity
信息安全员。【岗位职责】1、负责公司信息安全设备的策略制定及实施、运维，上网行为管理及流量监控；2、负责维护和审查有关安全审计记录、安全日志记录、恶意代码防范管理；3、根据国家和行业有关信息安全的政策、法律和法规，制定公司信息安全总体策略规划、管理规范和技术标准；4、指导、监督、协调和规范公司信息安全工作，参与信息系统工程建设中的安全规划，监督安全措施的执行；5、接受各部门的信息安全事件报告，组织进行事件调查...,66,0.8922,similarity
（郑州客车厂）包吃住普工。座椅装配白班18 晚班19+餐补200 焊工短期300一天 合同工4000+加班费（交社保） 线束工首月16-17一个小时 次月计件+餐补200 缝纫工：22/时+餐补200 叉车工：19/时+20餐补 装配工：试用期3000+加班费+餐补200 转正7000左右 转车工：试用期4000+加班费+餐补200 转正8000左右 零部件组装：长白班底薪3000+加班费缴纳社保质检：需有经验，两班倒（白...,0,0.6837,reject_textile
汽车 美容中工。1、完成普洗、精洗、打蜡、抛光、内饰清洗等美容项目作业2 严格做好交车前的质检工作3、负责美容工具的保管，美容设备的日常维护4、负责所属场地的6S执行落实任职资格1初中以上学历，具备专业的汽车美容知识2、汽车美容行业1年以上经验3、沟通、表达能力强，工作责任心强，敬业爱岗永联福利:1、赚钱:加入合伙人计划，轻松当股东，年入10万+不是梦;2、吃饭:聘请专业阿姨做员工餐，干净卫生，吃的放心;3、住宿...,136,0.8967,similarity
管培生+提供住宿方案+保障8k+全面培训1V1带教地铁200米单位，95后团队（人生总要买次房）氛围好+发展好+储备店长。我们希望你是充满正能量、活力无限、能够拥抱变化的有志青年我们希望你：自我驱动、敢于拼搏、积极乐观我们希望当你每天早晨来到这里打开电脑的时候，都能由衷地说一声It's a brand new day！Everything must be amazing！ 链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大...,0,0.74,reject_real_estate
