text,weak_label,confidence,rule_triggered
材料采购计划员。工作职责1、采购订单的管理2、发票的使用与管理3、供应商与承包商的沟通、管理4、合同管理5、部门领导交代的其他工作任职资格1、工程管理、工商管理等相关专业；2、具有3年以上机电设备或工程材料采购经验；3、熟练使用各类办公软件；4、具有良好的组织沟通能力和目标控制能力5、公司地址在塘沽开发区七大街，无班车，无宿舍，日常双休日单休，国家法定假日除外。,133,0.8807,similarity
无人机智慧枢纽空港商务产品工程师。【工作内容】 负责无人机智慧枢纽及空港相关产品的商务方案设计与落地推进； 协调内外部资源，推动无人机产品在空港场景的应用与商业化落地； 分析市场需求，参与产品规划与功能定义，提升产品市场竞争力； 与客户及合作伙伴沟通，提供定制化解决方案并维护长期合作关系。 【任职要求】 本科及以上学历，航空航天、电子工程、计算机等相关专业优先； 具备无人机相关业务工作经验，熟悉无人机系统及应用场景者优先； 具备良好的沟通协调能力与项目管理能力，能独立推动项目落地； 对智慧空港、无人机行业有浓厚兴趣，具备较强的学习能力和责任心。,24,0.8906,similarity
多旋翼无人机教员。岗位职责： 1，无人机教学任务； 2，无人机测试飞行任务； 要求： 1，持有多旋翼教员证书，最好四类。 2，可接受出差。,4,0.8549,training_instructor
无责6K招房产租赁小白。贞一房产，专做房屋租赁业务，资源共享，让你开单无烦恼。 岗位职责： 1、&nbsp;负责客户的接待、咨询工作，为客户提供专业的房地产置业咨询服务； 2、&nbsp;陪同客户看房，促成房屋租赁业务； 3、&nbsp;负责公司房源开发与积累，并与业主建立良好的业务协作关系。 任职资格： 1、年龄在20—30周岁，高中以上学历； 2、诚实守信，吃苦耐劳，具有良好的团队精神； 3、能承受较强的工作压力，愿意挑战高薪； 4、普通话流利； 5、有相关经验者优先。,119,0.8665,similarity
外贸业务员。工作职责1. 负责海外市场新客户的开发与老客户的深度维护，制定针对性销售策略并达成年度销售目标。2. 主导国际贸易全流程执行，包括订单洽谈、合同签订、生产跟踪、物流安排及售后跟进，确保订单高效交付。3. 协助团队分析市场动态与竞品信息，参与制定区域营销策略，提升公司产品在目标市场的占有率。任职要求1. 专科及以上学历，外贸、英语或市场营销相关专业优先，有塑胶模具行业经验者优先。2. 具备1年以上外...,125,1.0,similarity
智能算法工程师。工作内容1、负责开展智能导航算法研究；2、负责采用人工智能算法进行惯性传感器误差特性分析；3、负责相关智能产品的总体设计；4、负责公司与高校智能研究院对接。任职要求1、硕士及以上学历，博士优先；2、数学专业、自动化专业，导航制导与控制专业，人工智能专业，智能科学与技术专业等相关专业；3、具备从事过基于人工智能的导航算法研究、惯性传感器误差特性分析的经验。,92,0.8878,similarity
系统实施顾问(全面预算/费控系统方向)。职位描述： 1. 具备基础财务/财务管理知识，协助开展财务分析、数据治理、财务信息化框架梳理、方案设计、模型搭建等项目实施； 2. 进行系统安装、调试、测试、操作培训、技术支持、应用系统演示； 3. 实施过程中，正确引导客户及时反馈意见，合理控制客户需求，协助项目组把控项目进度； 4. 协助项目组编制项目成果，并组织客户沟通，支持项目结案汇报 ； 5. 完成领导交办的其他工作。 任职资格： 1. ***本科及以上学历，财务、经济、管理、计算机等专业； 2. 有较强的学习、思考能力，沟通表达能力，具有团队合作精神； 3. 有较强的逻辑分析能力，强烈的工作责任心、上进心、内驱力； 4. 乐于体验在不同城市的差旅生活，较强的抗压能力和敬业精神； 5. 有预算/费控系统实施经验优先。,112,0.8877,similarity
无人机设计总工程师。职位描述 无人机设计 无人机研发 无人机试飞 无人机控制算法 无人机测试 低空经济 反无 查打一体 人工智能 专用设备制造 岗位职责： 1.方案设计 （1）根据任务需求（航时、载荷、航程、环境等），完成无人机详细方案设计，包括气动布局、结构形式、动力系统、航电系统等。 （2）主导无人机参数计算与优化（翼展、重量、推重比、续航时间等）。 2.系统集成与协调 （1）协调各分系统（飞控、导航、通信、载荷、结构等）的设计接口与集成方案。 （2）确保系统兼容性、可靠性及性能达标，解决跨系统技术冲突。 3.性能仿真与验证 （1）使用CAD/CAE工具（如CATIA、SolidWorks、ANSYS）进行三维建模、气动仿真（如FLUENT、XFLR5）和结构分析。 （2）开展飞行性能仿真（Matlab/Simulink）、稳定性评估及任务场景模拟。 4.原型机试制与测试 （1）指导样机组装、集成调试及地面测试（如振动、电磁兼容、环境适应性）。 （2）参与飞行试验，分析数据并迭代优化设计。 5、项目管理支持 参与技术评审、成本控制、供应链协作及供应商技术协调。 岗位要求 1.学历：硕士及以上。 2.专业：飞行器设计、航空工程、力学、自动化、机械电子等相关专业。 3.熟练掌握飞行器设计原理、空气动力学、结构力学、飞行动力学。 4.精通至少一种CAD/CAE工具（如CATIA、UG、SolidWorks）及仿真软件（ANSYS、Simulink）。 5.熟悉无人机系统架构（如PX4/ArduPilot开源飞控）及航电设备（传感器、数传、舵机等）。 6.拥有5年以上无人机设计经验，主导过完整型号开发周期者优先。 7.有大型无人机、高速靶机、垂直起降（VTOL）或特种任务无人机项目经验更佳。 8.较强的系统思维和跨领域协调能力。 9.能独立解决复杂技术问题，适应多任务并行。 10.良好的文档撰写、团队协作及沟通能力。,36,0.9425,aerodynamics
软件销售。职位描述 渠道销售 面销/陌拜 计算机软件 岗位核心工作：通过与用户的交流，能够理解业务流程，挖掘管理痛点，推动双方合作。 经验：1-3年工作经验、有ToB行业经验优先、做过大型ERP软件类销售、实施、运营、项目助理、售前支持等优先 性格方面： 1、逻辑表达清晰 2、情绪稳定、不浮躁 3、能接受3-6个月成长周期、抗压能力强 4、复盘能力强 能力方面： 能清晰表达观点，自信、独立 喜欢交流善于沟通，热爱销售行业,158,0.8768,similarity
汽车改装技师。工作职责与内容（福特纵横改装技师）1. 负责车辆改装施工◦ 承担福特纵横系列车型（如烈马、游骑侠Ranger、猛禽等）的原厂及官方改装项目。◦ 负责外观套件、越野装备、底盘升高、灯光系统、电子设备等项目的安装与调试。◦ 按改装工艺标准完成拆装、布线、固定、检测等作业。2. 方案落地与技术沟通◦ 配合销售、顾问与客户沟通改装需求，确保方案可行、施工准确。◦ 现场确认配件、工期及施工细节，并及时反馈任...,16,0.8595,similarity
发动机研发工程师。岗位内容：1. 设计、开发和测试汽车动力系统的各种组件，包括发动机、变速器、传动轴等。2. 分析和优化动力系统的性能和效率，确保其符合工程设计标准和产品质量要求。3. 跟踪和研究新的动力系统技术和市场趋势，提出改进和创新方案，为公司产品的升级和发展提供技术支持。任职要求：1. 工科本科及以上学历，汽车工程、机械工程、能源与动力工程等相关专业背景。2. 具备扎实的汽车动力系统理论知识和实践经验，熟悉...,95,0.9095,similarity
航空涡轮发动机控制工程师。岗位职责：1、负责发动机的控制系统、滑油系统、电气系统、螺旋桨、机械传动等附件部件和子系统的初步设计和详细设计；2、负责各附件部件和子系统的试验需求分析、试验策划和试验结果确认评审；3、负责各附件部件和子系统的性能分析和优化改进。年龄：20-30岁学历：硕士及以上专业：控制科学与工程、自动化、航空宇航科学与技术薪资级别：基本工资10000-15000元/月，五险一金另缴,95,0.9114,similarity
中航 当天面试当天入职 月7000+。招聘岗位:生产设备管理员1:设备规划与选型分析生产需求和技术要求，制定设备规划。进行设备选型，确保设备适合生产流程，2:设弍备采购与交付与供应商合作，制定采购合同，确保设备按时交付并符合质量要求，3:设备安装与调试进行设备的组装和调试，确保正常运行，4:设备运行与监控监测设备性能和运行状态，及时发现问题。5:设备维护与保养定期进行清洁、润滑和更换易损件。6:故障排除与修复迅速响应设备故障，进行排查...,141,0.8551,similarity
无人机地面站、航空仪表、电子维修服务保障。中共党员、退伍地勤人员优先【企业定位】我们是国内航空装备维修与技术服务提供商，服务于中航工业各厂所、军用飞行器维修维护领域，服务覆盖各型号军用飞行器维修维护领域，是保障航空安全运行的核心技术支撑企业。【核心职责】1.负责军民用飞行器维修保障技术支持，包括航空电子系统、航空仪表系统的故障诊断、精准维修、技术带教等技术支持工作，解决外场维修保障复杂技术难题；2.负责航电系统软硬件升级、改装方案的技术评...,144,0.8389,similarity
运维工程师。&quot;1、负责光伏项目现场施工管理、进度管控、质量监督及安全文明施工。 2、组织图纸会审、技术交底，协调设计、监理、施工、设备等单位。 3、管控现场成本、签证变更、工程量确认及竣工验收。 4、对接电网、政府部门，办理开工、并网等相关手续。 5、编制施工计划、周报、月报，确保项目按期投产。&quot;,85,0.9042,similarity
远度科技2025校园招聘。远度科技成立于2018年，是工业及特种无人机赛道唯一完整掌握全产业链关键核心技术的 “双高新”技术企业，是北京市“专精特新”企业和北京市知识产权示范单位，在多个无人机比测活动中取得第一名，参与多项行业标准的制定。公司研发人员占比在70%以上，拥有230+项自主知识产权，自主研发了多款复合翼无人机、飞行控制系统、光电吊舱(EO/IR)、远程数据链、AI机器视觉等关键技术与系列产品。招聘对象:2025届优秀毕业生，本科及以上学历专业要求:控制理论与控制工程、导航、制导与控制算法、计算机科学与技术、电子与通信工程、信息与通信工程、地理信息系统、自动化、软件工程、电气工程、机械工程、适航管理、测控技术、数学、物理、飞行器设计、结构设计等相关专业本文观点不代表本站立场，该文观点仅代表作者本人，本站不对其真实合法性负责，请读者仅做参考。内容来自网络，无商业用途，版权归原作者所有。涉及到版权或其他问题，请及时联系我们。,9,0.8011,airworthiness
保险顾问。1. 依托泰康“健康+财富”双生态体系，为中高端客户提供一站式健康规划、家庭财务规划、保险配置、养老规划等综合解决方案； 2. 开发和维护中高端客户资源，通过专业的需求分析和产品解读，为客户定制个性化财富与健康管理方案； 3. 参与泰康线下高端沙龙、产说会等活动，进行客户邀约、现场讲解与需求对接，推动业务达成； 4. 持续学习泰康产品知识、金融理财、健康医疗等专业内容，提升自身专业素养，为客户提供...,121,0.7989,similarity
无人机航电工程师/电气工程师。职位描述 无人机设计 无人机研发 无人机测试 船舶/航空/航天/火车制造 岗位职责： 1、负责航电系统与任务载荷的电气需求分析及架构设计； 2、负责通讯、电气原理图、线缆连接图设计； 3、负责航电、电气、测控等设备选型、供应商技术协调以及集成调试； 4、负责支持整机试验与外场试飞，进行故障排查； 5、编制航电系统设计、测试等相关文档。 任职要求： 1、熟悉常用航电总线协议与电气系统标准； 2、熟练使用电气设计软件，具备电路分析能力； 3、具备系统集成与测试经验，动手能力强； 4、能适应外场工作，团队协作精神好。,8,0.951,uav_test_qc
"土建造价（电力工程计经岗）。土建专业优先，工业项目的施工单位经验出身优先。主要职责：负责公司所有工程 项目的招投标、结算等工作。1、负责编制工程责任成本预算，监督、检查和落实责任成本的执行和控制情况;结合工程项目实际情况,制定成本计划、劳务分包、机械租赁、物资采购和变更索赔等工作，并负责监督、检查和落实;2、负责各项目的回款工作，按施工完成节点及时向业主申报工程款，负责编制工程结算等工作，建立健全各类管理台账；3、负责对施工...",85,0.8756,similarity
无人机授课。职位描述 飞机驾驶证 资格要求：须持有有效CAAC证书+教员证。 一、岗位职责 （一）课程教学 1.能够独立进行无人机专业相关课程的理论、仿真与真机教学，保证教学进度与质量。 2.依据人才培养方案，能够独立完成教案、授课计划、大纲、课件等教学材料编写与更新。 （二）执照培训与考证组织 1.负责学生CAAC无人机驾驶员/机长执照培训体系实施，制定训练计划、组织模拟考试。 2.对接主管部门及考试中心，完成空域申请、考试报名、设备校验、听课记录等教务考务工作。 3.熟悉考试流程，能够进行带飞教学及带队考试。 二、任职要求 1.学历专业:本科及以上，无人机应用技术、航空航天等相关专业优先。 2.飞行能力：能够熟练操作市面上主流的无人机（御3/悟4/M300等）并且能够完成对应的行业任务操作，能够在姿态模式下熟练飞行中型CAAC考试训练机，会调试飞控，地面站及遥控器。 3.教学能力：能够进行有效的课堂互动，可以进行多旋翼无人机装调及飞行课程的教学，有教师资格证者优先。 4实践经验:有无人机行业经验者优先（测绘，植保，电力巡检等）。 5.职业素养:热爱教育，责任心强，具备良好团队协作能力。 三、福利待遇 1.五险、串休月休4天、带薪年假、团建 2.上班时间：8.30-16.30,0,0.9118,reject_education_teacher
无人机飞手。职位描述 无人机组装 无人机测试 飞控调试 多旋翼无人机 固定翼无人机 垂直固定翼飞控调试+整机组装调试+pid调参 1、持有CAAC颁发的无人机驾驶员执照（超视距等级优先），3年以上工业级或研发级无人机实际操作与调试经验。 2、精通多旋翼和固定翼/垂起固定翼无人机的飞行原理、操控技巧及参数调整策略，能迅速理解调试需求。 4、熟悉Pixhawk等开源飞控架构者优先，具备基础的飞行数据分析能力（能使用MissionPlanner、QGC等地面站软件进行数据分析）。 5、拥有高度的安全责任意识，严格遵守飞行法规和操作规范，熟悉空域申请流程。 6、具备良好的沟通能力和团队协作精神，能高效与研发工程师配合。,2,0.9128,uav_pilot
航空发动机各方向工程师。岗位职责：（包括但不限于以下各方向）1. 航空发动机燃烧室设计；2. 航空发动机燃烧室燃烧稳定性与燃烧反应机理分析；3. 航空发动机燃烧相关试验；4. 航空发动机整机装配工装器具设计；5. 航空发动机装配工艺编制、整机装配、电气系统设计与集成；6. 航空发动机整机试验；7. 航空发动机零部件试验台设计；8. 航空发动机整机地面试验台和高空模拟试验台设计；9. 航空发动机零部件与整机试验测试；10....,174,0.8982,similarity
无人机总体设计工程师。职位描述 无人机研发 无人机控制系统 固定翼无人机 多旋翼无人机 垂直起降无人机 中国国际飞行器设计挑战赛 中国大学生飞行器设计创新大赛 船舶/航空/航天/火车制造 一、岗位职责 1、负责对项目研发计划制定与进度把控，同时对项目组任务进行分工、技术把关与质量控制； 2、负责完成无人机总体方案设计（包括气动方案、结构方案、航电方案、工艺方案、性能计算等），气动仿真及气动优化以及结构有限元分析及结构优化； 3、负责完成试验试飞规划与数据处理，技术报告编写及研发档案整理； 4、负责同商务部门、生产部门、试验部门间的技术对接； 5、负责对部门研发体系进行完善与执行。 二、岗位要求 1、要求具有充足的无人机研发经验； 2、熟悉无人机总体设计、结构设计、生产工艺、航电设计等； 3、熟练掌握相关航空三维设计软件、气动仿真软件、有限元分析软件等； 4、熟练掌握计算机办公软件； 5、可独立完成技术报告编写； 6、三年及以上无人机核心研发经验，研究生学历优先。,36,0.9538,aerodynamics
软件测试工程师。岗位职责: 1. 执行软件产品的功能测试，确保软件产品的质量符合标准。 2. 参与软件开发过程，协助开发团队定位并解决问题。 3. 编写并执行测试用例，确保软件产品的性能。 4. 维护测试文档，记录测试结果和缺陷报告。 5. 与客户沟通，提供软件操作指导和反馈。 任职要求： 1. 具备良好的逻辑思维能力和问题解决能力。 2. 熟悉软件测试理论和实践，能够应用于实际工作中。 3. 具有良好的团队协作精神，能够与团队成员有效沟通。 4. 能够熟练使用测试工具和方法。 5. 对软件质量改进持续有热情，能够提出建设性意见。,27,0.9336,similarity
生产工艺部经理。一、主要职责 全面负责生产工艺部的团队建设、管理及技术能力提升，制定部门发展规划与年度工作计划。 主导制定与优化轻型载人飞机的整体生产工艺路线、技术方案与工艺规范，建立并完善生产工艺体系。 深入掌握碳纤维复合材料部件的制造工艺（如铺层、固化、成型、加工等），负责关键工艺技术的引进、消化与创新。 熟悉国外轻型运动飞机（如ICON A5、CTLS等系列）的制造工艺标准与适航要求，推动其在国内生产环境下...,6,0.8978,aircraft_structure
"适航工程师。1.理工科教育背景，具备强烈职业操守，能够严格遵守规章制度；2.良好的英语口语及书写能力3.熟悉ARP4761, ARP4754, DO-178, DO-254, DO-298及FAA/EASA/CAAC系统审定流程者优先",9,0.8178,airworthiness
幕墙设计师。1.负责工程的施工图设计，明确项目设计目标，加工深化设计任务，根据工程实际情况编制施工设计进度计划；2.负责自己图纸部分的自我审查及其他设计师的图纸校对；3.负责自身文件的整理及存档；4.参与组织方案技术讨论和部门内部施工图会审，并做好意见汇总及修改；5.执行公司的规章管理制度及标准；6.完成上级领导交付的其他工作。任职要求：1.幕墙施工设计5-10年以上经验，独立负责的工程设计项目3个以上；2....,159,0.8872,similarity
软件工程师。岗位职责： 1、需求分析与方案设计：参与项目需求分析，明确技术方案，完成系统框架及核心模块设计，保证设计的可行性与先进性。 2、软件开发：根据产品开发计划，独立完成关键软件模块的编码工作，确保开发进度符合计划，质量达标。 3、持续优化与维护：持续迭代优化模块，定期维护代码，提升系统稳定性、可维护性和性能表现。 4、软硬件协同调试：配合硬件工程师完成硬件调试与集成，确保软硬件协同稳定高效运行。 5、故障排查与改进：协助定位软件缺陷，分析故障原因，按计划推动问题修复，优化产品质量。 6、技术文档编写：遵循公司规范，编写技术设计说明书及相关技术文档，确保内容完整规范。 7、技术攻关与创新：持续钻研嵌入式技术难点，攻克技术难题，推动技术创新和应用升级。 8、测试验证：执行测试流程，编制测试报告，确保软件功能完整、性能达标。 9、其他任务：配合上级指示完成各类临时工作，灵活响应项目变化和技术需求。 任职要求： 教育背景：***本科及以上学历，电子信息工程、嵌入式、计算机、互联网、通信工程等相关专业。 经验：2年以上嵌入式软件开发经验，有视频图像、各类相机开发经验者优先。 技能技巧： 1、精通 C/C++ ，熟悉 java 或golang，具备良好的代码规范及调试能力；掌握数据结构、常用算法及设计模式，能独立完成模块设计与优化。 2、熟悉 Linux 或Android软件开发；熟悉多线程编程、TCP/IP 网络编程等常用组件的应用。 3、熟悉H264/H265、MPEG等音视频编解码方式。 4、熟悉DVI/HDMI/VGA等视频接口。 5、了解RTSP、RTP/RTCP、RTMP、GB28181等视频流传输协议者优先。 6、熟悉ffmpeg等开源音视频处理软件。 7、具备android mipi接口相机驱动与图像效果调试能力者优先。 职业素养： 1、具有较强的逻辑思维能力，能够快速定位复杂的协议交互问题。 2、具备良好的团队协作精神，能够适应因项目需要的短期出差（如现场联调支持）。 3、拥有规范化的代码习惯，熟悉Git/SVN版本管理。,7,1.0,similarity
物流工。工作职责：按生产计划完成物料的拣选、配送及上线工作，保障产线物料供应的及时性。执行仓库5S管理标准，定期整理库存区域，优化物料存储布局。任职要求：中专以上学历，有过汽车零部件行业现场物料配送工作经验，会使用牵引车。,171,0.854,similarity
直播场控/助理。岗位职责： 【工作时间跟直播走，双休，不固定周末休，接受晚班跟播】 1、负责抖音平台直播带货助播，通过直播向客户介绍讲解产品，回答顾客相关的询问并提供相应的建 议，引导有购物需求的观众完成购买流程； 2、与粉丝进行互动，活跃气氛，提高粉丝活跃度、引导粉丝关注直播间，提升直播在线人数; 3、参与直播活动策划，围绕直播间用户特性及产品，策划不同的活动玩法，梳理并优化直播流程， 完善脚本，准备产品道具与讲演内容，和主播排练，直播后复盘问题及优化； 4、负责整场直播执行统筹，直播中各环节人员直播前中协调； 5、 负责完成直播间产品上架、更新、发布，直播前的准备等日常维护工作；直播现场的布置及氛围的营造，直播后台操作、设备调试等； 6、直播过程中抖店、抖音私信用户消息回复。 任职要求： 1、半年以上抖音平台直播跟播经验，熟悉抖音平台直播玩法和后台操作，有简单的数据分析能力； 2、脑洞大，跳跃性的思维想象力，优秀的沟通表达能力，思维敏捷，有极强的表现力和现场操控应变能力; 3、热爱直播工作，抗压能力强，能适当按照直播要求调整工作时间； 4、口才好，普通话标准，表达能力强，具备直播中的控场能力。,0,0.8585,reject_ecom_livestream
信号识别算法工程师（低空安全方向）。岗位职责：1、负责低空安全领域内无线电侦察、信号识别与测向算法的研究、设计与仿真验证；2、针对无人机、遥控设备等低空目标，开展信号特征提取、分类识别、参数估计等关键算法开发；3、参与低空信号侦察系统的需求分析、方案论证与技术路线制定，输出算法设计文档、技术报告及测试规范；4、指导软件/嵌入式工程师完成算法的工程化实现，协同开展外场测试、性能评估与优化迭代；5、跟踪低空通信协议（如Wi-Fi、图传、...,175,0.8849,similarity
"嵌入式软件工程师。职位描述 C语言 Python Autosar GUI MATLAB 软件集成 汽车研发/制造 岗位职责： 负责大型项目的代码清理工作，涉及3000+ C代码文件，基本需求： 1. 熟练掌握c, python, matlab 2. 有python和matlab脚本开发经验 3. 熟悉Autosar 软件架构 4. 思路清晰，能主动发现问题并思考解决方案 任职要求： 1. 有GUI开发经验者优先 2. 有大型项目软件集成经验者优先",0,0.8054,reject_icv_autosar
房产销售置业顾问。成都链家房产销售招聘（成都1000家门店可就近安排。） 任职资格：20~36周岁 薪酬福利：3200元无责底薪~6500元无责底薪/高额提成40%+75%/业绩奖全/五险三金/上市公司+公司系统专业培训+免费网络端口+女生每月多一天福利假+带薪年假+季度外出团建+孝顺金+大病医疗互助+朝九晚七不加班+每月休4天+生日休假+过节福利+内部员工租房、买房服务费享受员工折扣价。 工作内容： 1、为客户提供专业的房产置业、咨询、策划等服务方式； 2、通过电话、微信、网络寻找、联系客户，根据客户需求和意愿为客户度身提供相匹配的房源信息； 3、接待客户，陪同客户看房，介绍、交流、沟通、谈判，促成交易的进行； 4、负责公司资源开发与维护，与客户建立良好的业务协作关系。,126,0.8808,similarity
销售经理。任职要求： 1.根据公司军队行业销售任务，制定年度、月度、周销售计划； 2.负责公司军队行业销售任务策划、分解、执行，协助公司完成销售目标； 3.拓展潜在客户，维护客户关系，跟踪项目机会，组织售前和商务完成项目投标，落实合同签订； 4.积极开展行业生态建设，发展合作伙伴。 任职资格 1.本科及以上学历，具备一定程度信息化、遥感、空天信息应用、人工智能、大数据专业知识背景； 2.具备良好的市场攻关能...,151,0.9258,similarity
无人机销售经理。工作职责①实时掌握无人机服务行业现状与发展趋势，精通销售逻辑，积极推进公司无人机相关业务的拓展与落地；②深度挖掘无人机行业应用领域的市场需求，结合行业动态争取更多优质资源，重点对接应急、消防相关部门等核心客户群体，达成业务合作；③以客户需求为导向，不断拓宽公司行业客户渠道，搭建多元化客户体系，提升客户覆盖率；④实时洞察行业市场规律，保持与行业内核心主体的紧密联络，凭借专业的销售能力完成行业客户开发...,5,0.936,uav_sales_bd
销售经理。岗位职责 1.负责公司无人机产品市场的开拓与项目开发，执行并完成公司业绩目标。 2.与客户保持良好沟通，及时反馈客户需求。 3.及时把握市场动态，不断向公司提供市场分析及预测，根据市场动态及时调整开发思路及措施。 任职要求： 1.具有2年以上销售工作经验。 2.本科及以上学历，沟通能力强，具备文案写作能力。 3.有测绘、电力、安防行业客户资源者优先考虑。,179,0.9124,similarity
硬件工程师（无人机机载电子）。职位描述 EVTOL 电子/半导体/集成电路 船舶/航空/航天/火车制造 岗位职责 1.负责无人机机载电子硬件系统的方案设计、原理图设计、PCB 设计、硬件调试与整机集成； 2.开展硬件可靠性验证、测试与问题定位整改，保障产品稳定可靠； 3.配合结构、飞控、系统等团队完成硬件联调、装机验证与量产导入。 方向一：功率 / 电源硬件工程师（优先） 负责无人机机载电源系统设计：电池管理（BMS）、电源分配、高压 / 大电流电源方案； 负责电源效率、热设计、EMC/EMI 设计与整改； 完成电源相关原理图、PCB、调试及可靠性验证。 方向二：高速数字 / 信号完整性工程师 负责飞控载板、核心处理器板、高速接口电路设计； 负责信号完整性（SI）、电源完整性（PI）、时序分析与仿真； 负责高速链路、通信接口、电磁兼容（EMC）设计与验证。 任职要求 1.本科及以上学历，电子信息、电气工程、自动化、测控技术等相关专业； 2.3–5 年无人机、机载设备、工业控制、汽车电子或通信类硬件开发经验； 3.熟练使用硬件开发工具，能够独立完成原理图、PCB 设计与硬件 bring‑up 调试； 4.熟悉电源拓扑、BMS、大电流设计、EMC 设计 或 高速数字、信号完整性相关知识； 5.具备良好的问题分析能力、文档规范意识与项目交付意识。 该岗位研发部设立在总部西安，会优先选择可以长期在西安办公的人员。,35,0.929,similarity
机器人算法工程师(J10149)。工作职责: 1.负责机器人（无人机、自驾仪和无人车）运动规划和控制算法开发； 2.进行前沿算法的研究与实现； 3.解决算法开发与测试过程中的问题； 4.完成上级安排的其他工作任务。 任职资格: 1.熟悉linux和C++编程; 2.熟悉常用的规划算法，如A*、Dijkstra、RRT、TEB、无约束乃至带约束二次规划等; 3.熟悉控制理论; 4.有相关机器人算法开发经验。,65,0.9086,similarity
垂直起降固定翼无人机飞手。1. 负责飞机的起飞、降落和巡航操作；2. 监控飞行仪表，确保飞行安全；3. 根据天气和飞行条件调整飞行计划；4. 完成飞行任务和飞行记录。具备飞行员执照和相关工作经验者优先。,2,0.8889,uav_pilot
品宣岗。工作职责: 1、熟悉品牌传播策略，规范公司品牌管理，并跟进公司品牌推广、分公司宣传工作的实施，负责对各分公司上报的宣传资料的审核及品牌活动开展进行监督，加强品牌在地区的形象建立及维护。 2、敏感捕抓热点，对企业品牌策划、运营并输出公司对外品牌形象，输出口（微信平台/微博/网站等），并进行阶段性品牌活动的推广。 3、与广告合作企业沟通品牌推广计划及策略，根据公司业务需求安排宣传物料的设计。 4、对公司品牌建设宣传工作相关资料的整理、备案、归档工作。 5、与集团上级单位企宣沟通、协调品牌联合推广工作等。 6、协助完成部门相关制度文件呈批下达流程，以及完成领导交办的其他事务。 任职资格: 1、大学本科及以上学历，新闻传媒、市场营销、广告、新媒体、汉语言文学等相关专业。 2、5年以上企业品牌管理、市场、广告、媒体公司等相关工作经验。有地产行业策划经验优先考虑。 3、掌握PPT、PS、H5、WORD等办公软件使用方法，具备基本的网络知识。了解各类新媒体技术及运营。 4、优秀的写作能力和沟通表达能力；出色的组织协调能力及跨部门协调能力；对数据敏感，具有较强的分析和评估能力；良好的团队意识及执行力，能够承担高强度的工作压力。,151,0.8434,similarity
品检员。职位描述 品检员来料检验（IQC）成品检验（FQC）岗位职责： 1、负责产品的来料检验、巡检，并对检验后的产品进行状态标识； 2、行使检验职责，填写相应的检验记录表单； 3、对检验中发生的问题进行处理过程跟踪，不良品单开具并跟进；4、每月对检验数据进行汇总、统计。5.任职资格： 1、中技以上学历； 2、2年以上相关机械行业检验工作经验，熟练使用卡尺、千分尺等常规测量器具； 3、对品检过程中发生的主...,136,0.9048,similarity
合肥亿航智能设备有限公司招聘63个岗位。公司成立于2023年10月，作为亿航智能华东区域总部，负责浙江、江苏、安徽和江西四省的产品制造和供应。合肥亿航作为低空经济和城市空中交通技术的先锋企业，在合肥市投资建设“亿航华东区域总部项目”，涵盖了总部办公、生产制造中心、销售中心、研发中心、展示中心、低空服务运营指挥中心，以及培训和维修等多项功能设施，旨在为城市空中交通带来创新性变革。招聘岗位：职能岗4人：风险管控1人、客户经理1人、生产计划岗2人。技术岗59人：操作员18人、工艺员2人、质量工程师1人、计量和客诉工程师1人、仓库及物流岗6人、飞行测试岗5人、体系管理岗1人、检验员5人、交付岗2人、维修及无损岗4人、适航技术岗1人、结构工程师岗1人、强度工程师岗3人、气动工程师岗3人、总体部工程师岗6人。招聘岗位详情：合肥亿航岗位信息.xlsx福利待遇：节日福利、下午茶、免费体检、带薪年假、优秀员工专项奖励、畅通的职业发展通道等。联系方式：王主管17344091246应聘邮箱：hr@hfehang.cn公司地址：合肥市包河区包河大道与花园大道交口宝文财富中心来源：合肥发布本文观点不代表本站立场，该文观点仅代表作者本人，本站不对其真实合法性负责，请读者仅做参考。内容来自网络，无商业用途，版权归原作者所有。涉及到版权或其他问题，请及时联系我们。,9,0.783,airworthiness
设备工程师。1.严格贯彻《安全生产法》及公司安全规章制度，确保所辖工段员工的人身安全、财产安全，做好安全管理记录本及消防器材点检工作，并全员签订安全目标责任状；2.负责焊装车间的模具（工艺执行）、夹/检具、器具（工装执行）维修及保养工作；3.负责设备工装正常运行及工装保养（工装巡检及防错点检），备品备件正常申报（含节假日检修计划）；4.负责本车间工装设备点检并填写表格，保管及工装设备日常一级保养监督及检查；5...,59,0.8754,similarity
【无责底薪】金融客户经理 // 早九晚六 //（保险+销售）。要求：【【25到45岁】】，大专学历学信网可查。职位详情不加班！不加班！不是电销岗！不推销新部门网格部-社区运营岗： 早九晚六，周末双休（服务＋销售的模式）底薪+周末双休+法休+六险一金+不加班 【薪资待遇】 底薪+提成+高额奖金+福利；底薪根据工作经验上下浮动，工作经验丰富底薪会高一些 保底薪资不与业绩挂钩哦，可以全拿，底薪一直有 【上班时间】早上9:00-12:00 下午14:00-18:00...,126,0.799,similarity
