positionName,positionDetail,all,prototype_id
飞行器总体设计师,岗位职责：1、设计能力1）总体方案设计，主导飞行器顶层需求论证、气动布局优化、全机系统集成，完成性能计算（航程/航时/操稳特性/载荷分配等）；开展固定翼空气动力学设计，包括气动外形设计、飞行力学设计、验证计算及优化等；整机重量重心分配及重量控制；开展飞行器在各飞行工况下气动力、需用功率计算。2）三维建模与仿真。熟练使用CATIA/SolidWorks/AutoCAD等工具建模，掌握至少一种仿真工具...,飞行器总体设计师。岗位职责：1、设计能力1）总体方案设计，主导飞行器顶层需求论证、气动布局优化、全机系统集成，完成性能计算（航程/航时/操稳特性/载荷分配等）；开展固定翼空气动力学设计，包括气动外形设计、飞行力学设计、验证计算及优化等；整机重量重心分配及重量控制；开展飞行器在各飞行工况下气动力、需用功率计算。2）三维建模与仿真。熟练使用CATIA/SolidWorks/AutoCAD等工具建模，掌握至少一种仿真工具...,77
培训机构校长,职位描述校区经营、教务管理、校区监察、校区教学跟踪全权负责校区经营，完成投资人制定的经营指标，制定和推动市场推广计划和课程营销计划。统筹校区教务分工，制定校区教务计划，解决校区学员反馈，对接全职及兼职教师队伍，沟通校区间教务合作。监督校区操作规范，把控校区工作细节，执行考察制度。监督校区教学质量，跟踪授课进度，对授课反馈和教师教学考核进行管控。职位福利：五险、绩效奖金、全勤奖、交通补助、通讯补助、...,培训机构校长。职位描述校区经营、教务管理、校区监察、校区教学跟踪全权负责校区经营，完成投资人制定的经营指标，制定和推动市场推广计划和课程营销计划。统筹校区教务分工，制定校区教务计划，解决校区学员反馈，对接全职及兼职教师队伍，沟通校区间教务合作。监督校区操作规范，把控校区工作细节，执行考察制度。监督校区教学质量，跟踪授课进度，对授课反馈和教师教学考核进行管控。职位福利：五险、绩效奖金、全勤奖、交通补助、通讯补助、...,78
无人机销售工程师,职位描述 企业客户 KA大客户 政府客户 船舶/航空/航天/火车制造 岗位职责： 1.负责公司产品的销售和推广； 2.了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色； 3. 依据客户要求，清晰、完整的向生产部提供客户订货信息； 4.为客户提供优质服务，提高客户满意度和忠诚度； 5.定期回访客户，将客户的问题、要求及时反馈至相关部门。 任职要求： 1.大专及以上学历，市场营销、航空航天、无人机技术等相关专业； 2.有机械重工、无人机、无人车、智能制造等销售经验者优先； 3.可接受优秀应届毕业生 4.性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力； 5.能熟练操作word、excel、PPT等办公软件； 6.具备一定的市场分析及判断能力，良好的客户服务意识，认真负责。 职位福利：绩效奖金、全勤奖、定期团建、创业公司、出差补贴、鼓励内部创新、年轻化团队、试用期全额奖金 职位亮点：公司有完善的福利制度及晋升机制,无人机销售工程师。职位描述 企业客户 KA大客户 政府客户 船舶/航空/航天/火车制造 岗位职责： 1.负责公司产品的销售和推广； 2.了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色； 3. 依据客户要求，清晰、完整的向生产部提供客户订货信息； 4.为客户提供优质服务，提高客户满意度和忠诚度； 5.定期回访客户，将客户的问题、要求及时反馈至相关部门。 任职要求： 1.大专及以上学历，市场营销、航空航天、无人机技术等相关专业； 2.有机械重工、无人机、无人车、智能制造等销售经验者优先； 3.可接受优秀应届毕业生 4.性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力； 5.能熟练操作word、excel、PPT等办公软件； 6.具备一定的市场分析及判断能力，良好的客户服务意识，认真负责。 职位福利：绩效奖金、全勤奖、定期团建、创业公司、出差补贴、鼓励内部创新、年轻化团队、试用期全额奖金 职位亮点：公司有完善的福利制度及晋升机制,79
汽车零部件项目经理,工作职责1. 主导汽车零部件（如橡胶管、密封条）项目的全流程管理，从需求定义、方案设计到量产交付，确保项目按时、按质、按预算达成目标。2. 协调研发、生产、采购等跨部门团队，拆解项目关键任务与里程碑，推动资源高效整合，解决跨环节协作瓶颈。3. 运用三维绘图软件（如CAD、UG）参与零部件设计方案的评审与优化，确保技术图纸的准确性与可生产性。4. 建立项目风险管控机制，识别零部件开发中的技术、成本及...,汽车零部件项目经理。工作职责1. 主导汽车零部件（如橡胶管、密封条）项目的全流程管理，从需求定义、方案设计到量产交付，确保项目按时、按质、按预算达成目标。2. 协调研发、生产、采购等跨部门团队，拆解项目关键任务与里程碑，推动资源高效整合，解决跨环节协作瓶颈。3. 运用三维绘图软件（如CAD、UG）参与零部件设计方案的评审与优化，确保技术图纸的准确性与可生产性。4. 建立项目风险管控机制，识别零部件开发中的技术、成本及...,80
市场专员,招聘市场专员 公司简介： 团队组建于&nbsp;2019&nbsp;年，总部位于北京，深耕&nbsp;7-18&nbsp;岁青少年科技教育领域，以无人机教学、全国无人机白名单赛事培训为核心，同步开设&nbsp;3D&nbsp;打印、无人机工程试验等创新课程。公司秉持&nbsp;&quot;科技启蒙・实践育人&quot;&nbsp;理念，累计培养结业学员&nbsp;100+，在读学员&nbsp;500+，成都分公司于&nbsp;2025&nbsp;年全新启航，致力于成为青少年科技素养提升的领航者。 职位名称 市场专员（青少年科技教育方向） 工作地点 [大气实验室成都校区] 成都市剑南大道中段716号清凤时代城商业楼3栋3楼-319（大气实验室） 岗位职责 1.市场推广策略制定 制定并执行针对&nbsp;7-18&nbsp;岁青少年及家长的市场推广计划，涵盖无人机培训、无人机全国白名单赛事、3D&nbsp;打印和无人机工程试验课程等核心业务，提升品牌知名度和市场份额。 结合线上线下渠道（如微信公众号、抖音、教育展会、校园活动），策划创意营销活动，吸引目标客户群体。 2.客户关系管理 维护与教育机构、学校、赛事组委会的合作关系，拓展招生渠道，推动课程合作与赛事赞助。 收集客户反馈，优化课程服务，提升用户满意度和续费率。 3.数字化运营 管理公司社交媒体账号，发布课程动态、学员成果、赛事资讯等内容，增强用户粘性。 分析用户行为，制定精准营销策略，提高线索转化率。 4.市场调研与分析 研究青少年科技教育行业趋势、竞争对手动态及客户需求，定期提交市场分析报告，为业务决策提供数据支持。 监测推广活动效果，优化预算分配，确保投入产出比最大化。 任职要求 1.学历与经验 本科及以上学历，市场营销、教育、传媒等相关专业优先。 1-3&nbsp;年市场推广或教育行业工作经验，有科技类产品或青少年教育领域经验者加分。 2.技能与能力 熟悉数字营销工具（如微信广告、抖音&nbsp;DOU+、SEO/SEM），具备文案撰写、活动策划能力。 擅长数据分析，能使用&nbsp;Excel、PPT&nbsp;等工具制作市场报告。 具备良好的沟通协调能力和团队合作精神，可独立完成项目执行。 3.素质与态度 对青少年科技教育充满热情，了解无人机、3D&nbsp;打印等领域者优先。 具备创新思维和抗压能力，能适应快节奏工作环境。 公司福利 具有竞争力的薪酬体系（底薪4000&nbsp;+&nbsp;绩效&nbsp;500~1500+&nbsp;提成2%~10%），五险一金。 专业培训（无人机技术、市场运营）、晋升通道（市场主管&nbsp;/&nbsp;区域经理）。 弹性工作时间（周一二公休，周三~五14：00-20：00，周六日9：30-19：30）、节日福利、团队团建、学员赛事观摩机会。 我们期待这样的你 既是教育行业的洞察者，也是科技潮流的引领者； 能用创意点燃青少年的科技梦想，用数据驱动业务增长； 与我们共同打造中国青少年科技教育第一品牌！ [成都市大气层空天教育科技有限公司,市场专员。招聘市场专员 公司简介： 团队组建于&nbsp;2019&nbsp;年，总部位于北京，深耕&nbsp;7-18&nbsp;岁青少年科技教育领域，以无人机教学、全国无人机白名单赛事培训为核心，同步开设&nbsp;3D&nbsp;打印、无人机工程试验等创新课程。公司秉持&nbsp;&quot;科技启蒙・实践育人&quot;&nbsp;理念，累计培养结业学员&nbsp;100+，在读学员&nbsp;500+，成都分公司于&nbsp;2025&nbsp;年全新启航，致力于成为青少年科技素养提升的领航者。 职位名称 市场专员（青少年科技教育方向） 工作地点 [大气实验室成都校区] 成都市剑南大道中段716号清凤时代城商业楼3栋3楼-319（大气实验室） 岗位职责 1.市场推广策略制定 制定并执行针对&nbsp;7-18&nbsp;岁青少年及家长的市场推广计划，涵盖无人机培训、无人机全国白名单赛事、3D&nbsp;打印和无人机工程试验课程等核心业务，提升品牌知名度和市场份额。 结合线上线下渠道（如微信公众号、抖音、教育展会、校园活动），策划创意营销活动，吸引目标客户群体。 2.客户关系管理 维护与教育机构、学校、赛事组委会的合作关系，拓展招生渠道，推动课程合作与赛事赞助。 收集客户反馈，优化课程服务，提升用户满意度和续费率。 3.数字化运营 管理公司社交媒体账号，发布课程动态、学员成果、赛事资讯等内容，增强用户粘性。 分析用户行为，制定精准营销策略，提高线索转化率。 4.市场调研与分析 研究青少年科技教育行业趋势、竞争对手动态及客户需求，定期提交市场分析报告，为业务决策提供数据支持。 监测推广活动效果，优化预算分配，确保投入产出比最大化。 任职要求 1.学历与经验 本科及以上学历，市场营销、教育、传媒等相关专业优先。 1-3&nbsp;年市场推广或教育行业工作经验，有科技类产品或青少年教育领域经验者加分。 2.技能与能力 熟悉数字营销工具（如微信广告、抖音&nbsp;DOU+、SEO/SEM），具备文案撰写、活动策划能力。 擅长数据分析，能使用&nbsp;Excel、PPT&nbsp;等工具制作市场报告。 具备良好的沟通协调能力和团队合作精神，可独立完成项目执行。 3.素质与态度 对青少年科技教育充满热情，了解无人机、3D&nbsp;打印等领域者优先。 具备创新思维和抗压能力，能适应快节奏工作环境。 公司福利 具有竞争力的薪酬体系（底薪4000&nbsp;+&nbsp;绩效&nbsp;500~1500+&nbsp;提成2%~10%），五险一金。 专业培训（无人机技术、市场运营）、晋升通道（市场主管&nbsp;/&nbsp;区域经理）。 弹性工作时间（周一二公休，周三~五14：00-20：00，周六日9：30-19：30）、节日福利、团队团建、学员赛事观摩机会。 我们期待这样的你 既是教育行业的洞察者，也是科技潮流的引领者； 能用创意点燃青少年的科技梦想，用数据驱动业务增长； 与我们共同打造中国青少年科技教育第一品牌！ [成都市大气层空天教育科技有限公司,81
AI算法工程师,1、本科及以上学历，计算机、人工智能、自动化、电子、控制工程等相关专业。 至少3年及以上AI算法开发经验，具有无人机领域相关项目经验者优先。 熟悉SLAM技术，掌握常用的SLAM算法（如ORB-SLAM、Lidar-SLAM等）及其实现。 2、熟悉目标跟踪、深度学习、计算机视觉等相关技术，具备基于视觉的目标识别与追踪经验。 3、熟练掌握常用编程语言（如Python、C++、TensorFlow、PyTorch等），能够开发高效、可扩展的AI算法。 4、熟悉无人机飞行控制系统、传感器融合技术和自主导航技术，了解IMU、激光雷达、视觉传感器等硬件。 5、有数据处理与算法优化经验，能够提升算法的实时性和稳定性。 6、熟悉ROS（Robot Operating System）或其他机器人操作系统，具备多传感器集成和算法部署经验。 7、良好的数学基础，特别是线性代数、概率论和统计学，能够支持算法的设计与优化。 8、良好的沟通能力与团队合作精神，能够与跨职能团队共同推进项目。 优先考虑： 1、有无人机自主飞行算法（轨道跟踪、SLAM、避障等）开发经验者优先。 2、有基于深度学习的计算机视觉算法优化经验者优先。 3、具有在实际飞行中进行算法验证和优化的经验。 4、有与机器人、自动驾驶系统相关的开发经验。,AI算法工程师。1、本科及以上学历，计算机、人工智能、自动化、电子、控制工程等相关专业。 至少3年及以上AI算法开发经验，具有无人机领域相关项目经验者优先。 熟悉SLAM技术，掌握常用的SLAM算法（如ORB-SLAM、Lidar-SLAM等）及其实现。 2、熟悉目标跟踪、深度学习、计算机视觉等相关技术，具备基于视觉的目标识别与追踪经验。 3、熟练掌握常用编程语言（如Python、C++、TensorFlow、PyTorch等），能够开发高效、可扩展的AI算法。 4、熟悉无人机飞行控制系统、传感器融合技术和自主导航技术，了解IMU、激光雷达、视觉传感器等硬件。 5、有数据处理与算法优化经验，能够提升算法的实时性和稳定性。 6、熟悉ROS（Robot Operating System）或其他机器人操作系统，具备多传感器集成和算法部署经验。 7、良好的数学基础，特别是线性代数、概率论和统计学，能够支持算法的设计与优化。 8、良好的沟通能力与团队合作精神，能够与跨职能团队共同推进项目。 优先考虑： 1、有无人机自主飞行算法（轨道跟踪、SLAM、避障等）开发经验者优先。 2、有基于深度学习的计算机视觉算法优化经验者优先。 3、具有在实际飞行中进行算法验证和优化的经验。 4、有与机器人、自动驾驶系统相关的开发经验。,82
无人机气动工程师,职位描述 气动仿真 气动设计 船舶/航空/航天/火车制造 岗位职责: 1.根据研总负责飞行器系统气动外形详细设计； 2.负责飞行器气动性能、气动载荷仿真计算及分析，并根据结果进行优化设计； 3.负责风洞试验方案设计，对试验数据进行详细分析，解决试验过程中遇到的气动问题； 4.根据总体要求负责翼型、旋翼等关键部件气动设计、选型及优化； 5.编写气动相关技术文档，包括气动设计报告、性能分析报告、可行性分析报告等。 任职要求: 1.飞行器设计、航空宇航科学与技术、流体力学、空气动力学等相关专业，本科及以上学历； 2.三年及以上飞行器气动设计工作经验； 3.熟练掌握一款三维建模设计软件，精通至少一款CFD计算软件，具备独立完成气动设计与仿真分析的能力； 4.具有良好的团队合作精神和沟通协调能力，能够与项目团队有效协作，共同推进项目进度； 5.对无人机行业较为了解，关注行业前沿动态，具备较强的学习能力和创新意识，能够不断适应新技术、新方法的挑战。,无人机气动工程师。职位描述 气动仿真 气动设计 船舶/航空/航天/火车制造 岗位职责: 1.根据研总负责飞行器系统气动外形详细设计； 2.负责飞行器气动性能、气动载荷仿真计算及分析，并根据结果进行优化设计； 3.负责风洞试验方案设计，对试验数据进行详细分析，解决试验过程中遇到的气动问题； 4.根据总体要求负责翼型、旋翼等关键部件气动设计、选型及优化； 5.编写气动相关技术文档，包括气动设计报告、性能分析报告、可行性分析报告等。 任职要求: 1.飞行器设计、航空宇航科学与技术、流体力学、空气动力学等相关专业，本科及以上学历； 2.三年及以上飞行器气动设计工作经验； 3.熟练掌握一款三维建模设计软件，精通至少一款CFD计算软件，具备独立完成气动设计与仿真分析的能力； 4.具有良好的团队合作精神和沟通协调能力，能够与项目团队有效协作，共同推进项目进度； 5.对无人机行业较为了解，关注行业前沿动态，具备较强的学习能力和创新意识，能够不断适应新技术、新方法的挑战。,83
电力项目经理,1、负责公司电力工程项目（10kv配网）管理实施；2、负责项目前期实施计划组织及项目部组建等工作3、负责项目安全、进度、质量等项目现场管理工作；4、配合完成工程部投标文件编写及其他投标工作；5、负责项目过程资料收集整理，归档管理工作；6、负责工程项目成本控制、结算收款工作；7、完成领导安排的其他工作。任职要求：1、电气相关专业，统招大专以上学历；2、5年以上电力工程项目经验（输变电线路、变电站、光...,电力项目经理。1、负责公司电力工程项目（10kv配网）管理实施；2、负责项目前期实施计划组织及项目部组建等工作3、负责项目安全、进度、质量等项目现场管理工作；4、配合完成工程部投标文件编写及其他投标工作；5、负责项目过程资料收集整理，归档管理工作；6、负责工程项目成本控制、结算收款工作；7、完成领导安排的其他工作。任职要求：1、电气相关专业，统招大专以上学历；2、5年以上电力工程项目经验（输变电线路、变电站、光...,84
飞控二次开发工程师,有意向人员请前往北航杭研院人才招聘网（杭研院官网→招才引智→人才招聘网）注册，登陆填写信息后投递，每人限报1个岗位。 岗位描述： 1. 分析PX4/APM/PPZ等开源飞控架构，负责无人机系统核心软件架构建立，代码编写及验证； 2.基于嵌入式ROS系统和开源飞控平台开展无人机机器视觉相关仿真与实验工作； 3. 协同团队完成系统的集成、安装与测试，并提出修改意见； 4. 负责搭建飞控仿真验证环境，负责飞控系统的测试、实验和机型试飞； 5. 负责技术方案及相关研发文档的编写及归档。 岗位要求： 1. 自动化、计算机、航天航空专业或相关专业毕业； 2. 精通嵌入式Linux操作系统，熟练掌握ROS开发工具技术； 3. 熟悉PX4/APM/PPZ等开源飞控架构，可熟练使用C/C++语言进行嵌入式开发； 4. 有PX4飞控二次开发经验，并能独立开展飞控编程工作优先； 5. 熟悉通用通信接口协议，熟悉 PX4仿真/半仿真验证环境构建方法者优先； 6. 熟悉C++/Python，熟悉visionPro、halcon、opencv等机器视觉应用开发软件，具备一定的的项目开发经验； 7. 有垂直起降固定翼等相关开发经验者优先。,飞控二次开发工程师。有意向人员请前往北航杭研院人才招聘网（杭研院官网→招才引智→人才招聘网）注册，登陆填写信息后投递，每人限报1个岗位。 岗位描述： 1. 分析PX4/APM/PPZ等开源飞控架构，负责无人机系统核心软件架构建立，代码编写及验证； 2.基于嵌入式ROS系统和开源飞控平台开展无人机机器视觉相关仿真与实验工作； 3. 协同团队完成系统的集成、安装与测试，并提出修改意见； 4. 负责搭建飞控仿真验证环境，负责飞控系统的测试、实验和机型试飞； 5. 负责技术方案及相关研发文档的编写及归档。 岗位要求： 1. 自动化、计算机、航天航空专业或相关专业毕业； 2. 精通嵌入式Linux操作系统，熟练掌握ROS开发工具技术； 3. 熟悉PX4/APM/PPZ等开源飞控架构，可熟练使用C/C++语言进行嵌入式开发； 4. 有PX4飞控二次开发经验，并能独立开展飞控编程工作优先； 5. 熟悉通用通信接口协议，熟悉 PX4仿真/半仿真验证环境构建方法者优先； 6. 熟悉C++/Python，熟悉visionPro、halcon、opencv等机器视觉应用开发软件，具备一定的的项目开发经验； 7. 有垂直起降固定翼等相关开发经验者优先。,85
飞机总体设计工程师,岗位职责：1.负责飞行器总体方案设计、布局及性能分析评估验证；2.负责飞行器重量管理与平衡控制；3.负责飞行器总体参数计算与优化；4.按照设计开发流程进行设计输出、评审及技术归档；5.负责飞行器总体设计、集成、试验、跟进生产及试验试飞。6.带领团队开展工作，协调内外部资源，对接上下游单位，管控项目技术风险与进度。7.完成领导交办的其他工作。任职要求：1.本科及以上学历，飞行器设计、飞行力学、空气动...,飞机总体设计工程师。岗位职责：1.负责飞行器总体方案设计、布局及性能分析评估验证；2.负责飞行器重量管理与平衡控制；3.负责飞行器总体参数计算与优化；4.按照设计开发流程进行设计输出、评审及技术归档；5.负责飞行器总体设计、集成、试验、跟进生产及试验试飞。6.带领团队开展工作，协调内外部资源，对接上下游单位，管控项目技术风险与进度。7.完成领导交办的其他工作。任职要求：1.本科及以上学历，飞行器设计、飞行力学、空气动...,86
无人机教练,职位描述 无人机飞行员 多旋翼机型 无人机培训 无人机教练 岗位职责： 1.课程体系搭建：牵头制定无人机教员/机长/驾驶员培训大纲、教案、课件、考核标准，覆盖理论、模拟飞行、实操起降、任务作业、应急处置等全模块，确保符合民航法规与行业需求。 2.教学实施与管控：负责无人机理论授课、实操带飞、考核实训，指导2名无人机机长开展教学工作，把控教学质量、安全规范与学员通过率。 教材与题库开发：编写 / 更新培训教材、实训手册、安全手册，持续优化教学方法与培训流程。 3.行业经验落地：将无人机航拍、测绘、巡检、植保、安防、电力 / 管道巡检、应急救援等行业应用经验转化为实战化培训内容，提升课程竞争力。 技术与法规跟进：持续研究无人机新技术、新机型、民航局最新法规、考试标准，确保培训内容合规、前沿、实用。 任职要求： 1.无人机应用技术、航空航天、飞行器设计等相关专业优先，持有民航局多旋翼教员证，有培训机构教学经验者优先。 2.3 年以上无人机领域全职工作经验，1 年以上无人机培训教学 / 带飞 / 教研经验优先，具备无人机行业应用落地经验：测绘、巡检、安防、航拍、电力 / 管道、植保、应急等至少 2 类以上。 能独立完成课程开发、教学授课、实训带教、考核把关、安全管控。 教学能力：会讲课、能带飞、会做课件教案，表达清晰、责任心强、耐心细致。 教研能力：能搭建课程体系、编写教材、优化培训流程。 安全意识极强，熟悉民航法规、飞行规范与应急处置。 性别：不限（以能力与经验优先）。 年龄：22–35 岁。 能接受外出实训、场地带飞、偶尔出差业务拓展。,无人机教练。职位描述 无人机飞行员 多旋翼机型 无人机培训 无人机教练 岗位职责： 1.课程体系搭建：牵头制定无人机教员/机长/驾驶员培训大纲、教案、课件、考核标准，覆盖理论、模拟飞行、实操起降、任务作业、应急处置等全模块，确保符合民航法规与行业需求。 2.教学实施与管控：负责无人机理论授课、实操带飞、考核实训，指导2名无人机机长开展教学工作，把控教学质量、安全规范与学员通过率。 教材与题库开发：编写 / 更新培训教材、实训手册、安全手册，持续优化教学方法与培训流程。 3.行业经验落地：将无人机航拍、测绘、巡检、植保、安防、电力 / 管道巡检、应急救援等行业应用经验转化为实战化培训内容，提升课程竞争力。 技术与法规跟进：持续研究无人机新技术、新机型、民航局最新法规、考试标准，确保培训内容合规、前沿、实用。 任职要求： 1.无人机应用技术、航空航天、飞行器设计等相关专业优先，持有民航局多旋翼教员证，有培训机构教学经验者优先。 2.3 年以上无人机领域全职工作经验，1 年以上无人机培训教学 / 带飞 / 教研经验优先，具备无人机行业应用落地经验：测绘、巡检、安防、航拍、电力 / 管道、植保、应急等至少 2 类以上。 能独立完成课程开发、教学授课、实训带教、考核把关、安全管控。 教学能力：会讲课、能带飞、会做课件教案，表达清晰、责任心强、耐心细致。 教研能力：能搭建课程体系、编写教材、优化培训流程。 安全意识极强，熟悉民航法规、飞行规范与应急处置。 性别：不限（以能力与经验优先）。 年龄：22–35 岁。 能接受外出实训、场地带飞、偶尔出差业务拓展。,87
多旋翼无人机教员,职位描述 飞行教官 多旋翼机型 岗位职责： 1、根据教学计划制定培训课程，包括理论培训课程及实践培训课程； 2、根据AOPA培训分理论、实践进行并严格按照AOPA训练大纲进行严格执行； 3、需对无人机交通政策熟悉，并紧跟政策变化，能胜任理论课、实践课程培训； 4、有多次完成飞行项目经验，对多旋翼无人机操作熟悉； 5、负责无人机调试、飞行航线规划及相关负载的调试； 任职要求： 1.持有现行有效的中型多旋翼无人机驾驶员教员证； 2.熟悉无人机驾驶员训练机构运行规范； 3.具备一定的地面理论课程和飞行训练的教学经验； 4.热爱无人机事业，有过硬的相关机型的飞行操纵技术，有较强的动手能力和沟通协调能力； 5.熟悉无人机的组装、调试以及设备日常保养维护；熟悉相关无人机机型的飞行原理及性能； 职位福利：五险一金、绩效奖金、包住、节日福利、带薪年假 职位亮点：五险一金 餐补 提供住宿,多旋翼无人机教员。职位描述 飞行教官 多旋翼机型 岗位职责： 1、根据教学计划制定培训课程，包括理论培训课程及实践培训课程； 2、根据AOPA培训分理论、实践进行并严格按照AOPA训练大纲进行严格执行； 3、需对无人机交通政策熟悉，并紧跟政策变化，能胜任理论课、实践课程培训； 4、有多次完成飞行项目经验，对多旋翼无人机操作熟悉； 5、负责无人机调试、飞行航线规划及相关负载的调试； 任职要求： 1.持有现行有效的中型多旋翼无人机驾驶员教员证； 2.熟悉无人机驾驶员训练机构运行规范； 3.具备一定的地面理论课程和飞行训练的教学经验； 4.热爱无人机事业，有过硬的相关机型的飞行操纵技术，有较强的动手能力和沟通协调能力； 5.熟悉无人机的组装、调试以及设备日常保养维护；熟悉相关无人机机型的飞行原理及性能； 职位福利：五险一金、绩效奖金、包住、节日福利、带薪年假 职位亮点：五险一金 餐补 提供住宿,88
培训专员,1、基于规划与年度计划，开发领导人员、专业技术核心人才培训方案和实施计划。2、组织培训需求调查、需求分析，编制计划及预算，组织培训方案开发，配置培训资源，确保培训有效性、可实施性。3、组织实施培训实施，落实培训项目方案和计划中的培训学习行动；4、根据组织和业务需求设计策划培训项目方案和学习过程；5、根据课程设计目标，设计学习过程需要的工具、作业、案例、答辩等标准和要求；6、对内训师的课程开发、经验...,培训专员。1、基于规划与年度计划，开发领导人员、专业技术核心人才培训方案和实施计划。2、组织培训需求调查、需求分析，编制计划及预算，组织培训方案开发，配置培训资源，确保培训有效性、可实施性。3、组织实施培训实施，落实培训项目方案和计划中的培训学习行动；4、根据组织和业务需求设计策划培训项目方案和学习过程；5、根据课程设计目标，设计学习过程需要的工具、作业、案例、答辩等标准和要求；6、对内训师的课程开发、经验...,89
汽车零部件销售,【工作内容】- 负责汽车零部件产品的市场推广与客户开发，拓展销售渠道；- 与客户进行沟通，了解需求并提供专业的产品解决方案；- 维护现有客户关系，提升客户满意度和复购率；- 定期汇报销售情况，协助制定销售策略与目标。【任职要求】- 本科及以上学历，市场营销、机械工程或相关专业优先；- 具备3年及以上汽车零部件或相关行业销售经验；- 熟悉汽车产业链，具备良好的客户沟通与谈判能力；- 工作积极主动，具...,汽车零部件销售。【工作内容】- 负责汽车零部件产品的市场推广与客户开发，拓展销售渠道；- 与客户进行沟通，了解需求并提供专业的产品解决方案；- 维护现有客户关系，提升客户满意度和复购率；- 定期汇报销售情况，协助制定销售策略与目标。【任职要求】- 本科及以上学历，市场营销、机械工程或相关专业优先；- 具备3年及以上汽车零部件或相关行业销售经验；- 熟悉汽车产业链，具备良好的客户沟通与谈判能力；- 工作积极主动，具...,90
组合导航算法工程师,岗位职责：1. 负责惯性导航系统总体设计和高精度位姿系统的开发；2. 负责惯性导航与视觉/GNSS等组合导航算法设计与开发；3. 负责组合导航系统仿真模型开发；4. 负责组合导航系统模块相关算法嵌入式软件程序开发。任职要求：1. 精通高性能INS导航算法和组合导航算法；2. 精通IMU器件的工作原理与误差模型，包括IMU性能测试、标定和校准算法；2. 熟练掌握C/C++/python等编程语言，具...,组合导航算法工程师。岗位职责：1. 负责惯性导航系统总体设计和高精度位姿系统的开发；2. 负责惯性导航与视觉/GNSS等组合导航算法设计与开发；3. 负责组合导航系统仿真模型开发；4. 负责组合导航系统模块相关算法嵌入式软件程序开发。任职要求：1. 精通高性能INS导航算法和组合导航算法；2. 精通IMU器件的工作原理与误差模型，包括IMU性能测试、标定和校准算法；2. 熟练掌握C/C++/python等编程语言，具...,91
无人机结构设计,职位描述 无人机设计 船舶/航空/航天/火车制造 岗位主要工作内容说明： 1、能够根据总体提供的外形或输入完成固定翼、多旋翼无人机结构总方案论证； 2、具备详细设计、完成三维数模、二维图纸、BOM表编制能力； 3、能够进行结构优化分析，具备必要的强度分析能力； 4、能够完成结构设计方案，强度校核报告等技术文件撰写； 负责试制样机结构部件研制技术协调、产品生产过程控制。 任职具体要求说明： 1、本科及以上学历，飞行器设计工程、机械设计、材料等相关专业； 2、熟练掌握结构设计相关知识、具备较强的科研攻关及创新能力、积极主动承担相关工作，具有奉献精神和团队意识； 3、熟练使用CATIA、solidworks、CAXA、CAD、ANSYS等二维、三维制图软件及分析软件； 4、要求1-3年及以上固定翼结构设计经验、复合材料结构优先； 同等条件有航模经验优先；,无人机结构设计。职位描述 无人机设计 船舶/航空/航天/火车制造 岗位主要工作内容说明： 1、能够根据总体提供的外形或输入完成固定翼、多旋翼无人机结构总方案论证； 2、具备详细设计、完成三维数模、二维图纸、BOM表编制能力； 3、能够进行结构优化分析，具备必要的强度分析能力； 4、能够完成结构设计方案，强度校核报告等技术文件撰写； 负责试制样机结构部件研制技术协调、产品生产过程控制。 任职具体要求说明： 1、本科及以上学历，飞行器设计工程、机械设计、材料等相关专业； 2、熟练掌握结构设计相关知识、具备较强的科研攻关及创新能力、积极主动承担相关工作，具有奉献精神和团队意识； 3、熟练使用CATIA、solidworks、CAXA、CAD、ANSYS等二维、三维制图软件及分析软件； 4、要求1-3年及以上固定翼结构设计经验、复合材料结构优先； 同等条件有航模经验优先；,92
